repetition,role,scheme,cell_id,subject_fold,video_fold,held_out_participants,held_out_videos,task,policy,raw_test_rows,retained_test_rows,test_low,test_high,test_both_classes,train_rows,retained_train_rows,train_low,train_high,train_both_classes
1,sensitivity,3x3,R01_S1_V1,1,1,P006;P008;P009;P010;P017;P023;P024;P028,My girl;Scream;The Champ;The Exorcist;There is something about Mary;There is something about Mary 2,valence,midpoint_as_low,10,10,7,3,True,37,37,25,12,True
1,sensitivity,3x3,R01_S1_V1,1,1,P006;P008;P009;P010;P017;P023;P024;P028,My girl;Scream;The Champ;The Exorcist;There is something about Mary;There is something about Mary 2,valence,midpoint_as_high,10,10,7,3,True,37,37,18,19,True
1,sensitivity,3x3,R01_S1_V1,1,1,P006;P008;P009;P010;P017;P023;P024;P028,My girl;Scream;The Champ;The Exorcist;There is something about Mary;There is something about Mary 2,arousal,discard_midpoint,10,6,2,4,True,37,33,13,20,True
1,sensitivity,3x3,R01_S1_V1,1,1,P006;P008;P009;P010;P017;P023;P024;P028,My girl;Scream;The Champ;The Exorcist;There is something about Mary;There is something about Mary 2,arousal,midpoint_as_low,10,10,6,4,True,37,37,17,20,True
1,sensitivity,3x3,R01_S1_V1,1,1,P006;P008;P009;P010;P017;P023;P024;P028,My girl;Scream;The Champ;The Exorcist;There is something about Mary;There is something about Mary 2,arousal,midpoint_as_high,10,10,2,8,True,37,37,13,24,True
1,sensitivity,3x3,R01_S1_V2,1,2,P006;P008;P009;P010;P017;P023;P024;P028,Life is beautiful;Misery;Mr. Bean;The Shining 2;The Visitors,valence,discard_midpoint,11,10,7,3,True,41,33,26,7,True
1,sensitivity,3x3,R01_S1_V2,1,2,P006;P008;P009;P010;P017;P023;P024;P028,Life is beautiful;Misery;Mr. Bean;The Shining 2;The Visitors,valence,midpoint_as_low,11,11,8,3,True,41,41,34,7,True
1,sensitivity,3x3,R01_S1_V2,1,2,P006;P008;P009;P010;P017;P023;P024;P028,Life is beautiful;Misery;Mr. Bean;The Shining 2;The Visitors,valence,midpoint_as_high,11,11,7,4,True,41,41,26,15,True
1,sensitivity,3x3,R01_S1_V2,1,2,P006;P008;P009;P010;P017;P023;P024;P028,Life is beautiful;Misery;Mr. Bean;The Shining 2;The Visitors,arousal,discard_midpoint,11,10,6,4,True,41,31,15,16,True
1,sensitivity,3x3,R01_S1_V2,1,2,P006;P008;P009;P010;P017;P023;P024;P028,Life is beautiful;Misery;Mr. Bean;The Shining 2;The Visitors,arousal,midpoint_as_low,11,11,7,4,True,41,41,25,16,True
1,sensitivity,3x3,R01_S1_V2,1,2,P006;P008;P009;P010;P017;P023;P024;P028,Life is beautiful;Misery;Mr. Bean;The Shining 2;The Visitors,arousal,midpoint_as_high,11,11,6,5,True,41,41,15,26,True
1,sensitivity,3x3,R01_S1_V3,1,3,P006;P008;P009;P010;P017;P023;P024;P028,28 days later;Dangerous Minds;Fish called Wanda;The Shining;When Harry met Sally,valence,discard_midpoint,9,7,6,1,True,42,33,22,11,True
1,sensitivity,3x3,R01_S1_V3,1,3,P006;P008;P009;P010;P017;P023;P024;P028,28 days later;Dangerous Minds;Fish called Wanda;The Shining;When Harry met Sally,valence,midpoint_as_low,9,9,8,1,True,42,42,31,11,True
1,sensitivity,3x3,R01_S1_V3,1,3,P006;P008;P009;P010;P017;P023;P024;P028,28 days later;Dangerous Minds;Fish called Wanda;The Shining;When Harry met Sally,valence,midpoint_as_high,9,9,6,3,True,42,42,22,20,True
1,sensitivity,3x3,R01_S1_V3,1,3,P006;P008;P009;P010;P017;P023;P024;P028,28 days later;Dangerous Minds;Fish called Wanda;The Shining;When Harry met Sally,arousal,discard_midpoint,9,9,5,4,True,42,28,12,16,True
1,sensitivity,3x3,R01_S1_V3,1,3,P006;P008;P009;P010;P017;P023;P024;P028,28 days later;Dangerous Minds;Fish called Wanda;The Shining;When Harry met Sally,arousal,midpoint_as_low,9,9,5,4,True,42,42,26,16,True
1,sensitivity,3x3,R01_S1_V3,1,3,P006;P008;P009;P010;P017;P023;P024;P028,28 days later;Dangerous Minds;Fish called Wanda;The Shining;When Harry met Sally,arousal,midpoint_as_high,9,9,5,4,True,42,42,12,30,True
1,sensitivity,3x3,R01_S2_V1,2,1,P003;P005;P007;P013;P016;P025;P026;P027,My girl;Scream;The Champ;The Exorcist;There is something about Mary;There is something about Mary 2,valence,discard_midpoint,8,5,4,1,True,38,33,23,10,True
1,sensitivity,3x3,R01_S2_V1,2,1,P003;P005;P007;P013;P016;P025;P026;P027,My girl;Scream;The Champ;The Exorcist;There is something about Mary;There is something about Mary 2,valence,midpoint_as_low,8,8,7,1,True,38,38,28,10,True
1,sensitivity,3x3,R01_S2_V1,2,1,P003;P005;P007;P013;P016;P025;P026;P027,My girl;Scream;The Champ;The Exorcist;There is something about Mary;There is something about Mary 2,valence,midpoint_as_high,8,8,4,4,True,38,38,23,15,True
1,sensitivity,3x3,R01_S2_V1,2,1,P003;P005;P007;P013;P016;P025;P026;P027,My girl;Scream;The Champ;The Exorcist;There is something about Mary;There is something about Mary 2,arousal,discard_midpoint,8,7,4,3,True,38,35,19,16,True
1,sensitivity,3x3,R01_S2_V1,2,1,P003;P005;P007;P013;P016;P025;P026;P027,My girl;Scream;The Champ;The Exorcist;There is something about Mary;There is something about Mary 2,arousal,midpoint_as_low,8,8,5,3,True,38,38,22,16,True
1,sensitivity,3x3,R01_S2_V1,2,1,P003;P005;P007;P013;P016;P025;P026;P027,My girl;Scream;The Champ;The Exorcist;There is something about Mary;There is something about Mary 2,arousal,midpoint_as_high,8,8,4,4,True,38,38,19,19,True
1,sensitivity,3x3,R01_S2_V2,2,2,P003;P005;P007;P013;P016;P025;P026;P027,Life is beautiful;Misery;Mr. Bean;The Shining 2;The Visitors,valence,discard_midpoint,8,5,1,4,True,41,36,28,8,True
1,sensitivity,3x3,R01_S2_V2,2,2,P003;P005;P007;P013;P016;P025;P026;P027,Life is beautiful;Misery;Mr. Bean;The Shining 2;The Visitors,valence,midpoint_as_low,8,8,4,4,True,41,41,33,8,True
1,sensitivity,3x3,R01_S2_V2,2,2,P003;P005;P007;P013;P016;P025;P026;P027,Life is beautiful;Misery;Mr. Bean;The Shining 2;The Visitors,valence,midpoint_as_high,8,8,1,7,True,41,41,28,13,True
1,sensitivity,3x3,R01_S2_V2,2,2,P003;P005;P007;P013;P016;P025;P026;P027,Life is beautiful;Misery;Mr. Bean;The Shining 2;The Visitors,arousal,discard_midpoint,8,6,1,5,True,41,28,14,14,True
1,sensitivity,3x3,R01_S2_V2,2,2,P003;P005;P007;P013;P016;P025;P026;P027,Life is beautiful;Misery;Mr. Bean;The Shining 2;The Visitors,arousal,midpoint_as_low,8,8,3,5,True,41,41,27,14,True
1,sensitivity,3x3,R01_S2_V2,2,2,P003;P005;P007;P013;P016;P025;P026;P027,Life is beautiful;Misery;Mr. Bean;The Shining 2;The Visitors,arousal,midpoint_as_high,8,8,1,7,True,41,41,14,27,True
1,sensitivity,3x3,R01_S2_V3,2,3,P003;P005;P007;P013;P016;P025;P026;P027,28 days later;Dangerous Minds;Fish called Wanda;The Shining;When Harry met Sally,valence,discard_midpoint,11,9,7,2,True,47,43,31,12,True
1,sensitivity,3x3,R01_S2_V3,2,3,P003;P005;P007;P013;P016;P025;P026;P027,28 days later;Dangerous Minds;Fish called Wanda;The Shining;When Harry met Sally,valence,midpoint_as_low,11,11,9,2,True,47,47,35,12,True
1,sensitivity,3x3,R01_S2_V3,2,3,P003;P005;P007;P013;P016;P025;P026;P027,28 days later;Dangerous Minds;Fish called Wanda;The Shining;When Harry met Sally,valence,midpoint_as_high,11,11,7,4,True,47,47,31,16,True
1,sensitivity,3x3,R01_S2_V3,2,3,P003;P005;P007;P013;P016;P025;P026;P027,28 days later;Dangerous Minds;Fish called Wanda;The Shining;When Harry met Sally,arousal,discard_midpoint,11,11,4,7,True,47,31,15,16,True
1,sensitivity,3x3,R01_S2_V3,2,3,P003;P005;P007;P013;P016;P025;P026;P027,28 days later;Dangerous Minds;Fish called Wanda;The Shining;When Harry met Sally,arousal,midpoint_as_low,11,11,4,7,True,47,47,31,16,True
1,sensitivity,3x3,R01_S2_V3,2,3,P003;P005;P007;P013;P016;P025;P026;P027,28 days later;Dangerous Minds;Fish called Wanda;The Shining;When Harry met Sally,arousal,midpoint_as_high,11,11,4,7,True,47,47,15,32,True
1,sensitivity,3x3,R01_S3_V1,3,1,P001;P002;P004;P011;P014;P018;P021;P022,My girl;Scream;The Champ;The Exorcist;There is something about Mary;There is something about Mary 2,valence,discard_midpoint,15,13,11,2,True,39,31,21,10,True
1,sensitivity,3x3,R01_S3_V1,3,1,P001;P002;P004;P011;P014;P018;P021;P022,My girl;Scream;The Champ;The Exorcist;There is something about Mary;There is something about Mary 2,valence,midpoint_as_low,15,15,13,2,True,39,39,29,10,True
1,sensitivity,3x3,R01_S3_V1,3,1,P001;P002;P004;P011;P014;P018;P021;P022,My girl;Scream;The Champ;The Exorcist;There is something about Mary;There is something about Mary 2,valence,midpoint_as_high,15,15,11,4,True,39,39,21,18,True
1,sensitivity,3x3,R01_S3_V1,3,1,P001;P002;P004;P011;P014;P018;P021;P022,My girl;Scream;The Champ;The Exorcist;There is something about Mary;There is something about Mary 2,arousal,discard_midpoint,15,6,3,3,True,39,36,16,20,True
1,sensitivity,3x3,R01_S3_V1,3,1,P001;P002;P004;P011;P014;P018;P021;P022,My girl;Scream;The Champ;The Exorcist;There is something about Mary;There is something about Mary 2,arousal,midpoint_as_low,15,15,12,3,True,39,39,19,20,True
1,sensitivity,3x3,R01_S3_V1,3,1,P001;P002;P004;P011;P014;P018;P021;P022,My girl;Scream;The Champ;The Exorcist;There is something about Mary;There is something about Mary 2,arousal,midpoint_as_high,15,15,3,12,True,39,39,16,23,True
1,sensitivity,3x3,R01_S3_V2,3,2,P001;P002;P004;P011;P014;P018;P021;P022,Life is beautiful;Misery;Mr. Bean;The Shining 2;The Visitors,valence,discard_midpoint,11,10,6,4,True,38,31,24,7,True
1,sensitivity,3x3,R01_S3_V2,3,2,P001;P002;P004;P011;P014;P018;P021;P022,Life is beautiful;Misery;Mr. Bean;The Shining 2;The Visitors,valence,midpoint_as_low,11,11,7,4,True,38,38,31,7,True
1,sensitivity,3x3,R01_S3_V2,3,2,P001;P002;P004;P011;P014;P018;P021;P022,Life is beautiful;Misery;Mr. Bean;The Shining 2;The Visitors,valence,midpoint_as_high,11,11,6,5,True,38,38,24,14,True
1,sensitivity,3x3,R01_S3_V2,3,2,P001;P002;P004;P011;P014;P018;P021;P022,Life is beautiful;Misery;Mr. Bean;The Shining 2;The Visitors,arousal,discard_midpoint,11,9,4,5,True,38,33,15,18,True
1,sensitivity,3x3,R01_S3_V2,3,2,P001;P002;P004;P011;P014;P018;P021;P022,Life is beautiful;Misery;Mr. Bean;The Shining 2;The Visitors,arousal,midpoint_as_low,11,11,6,5,True,38,38,20,18,True
1,sensitivity,3x3,R01_S3_V2,3,2,P001;P002;P004;P011;P014;P018;P021;P022,Life is beautiful;Misery;Mr. Bean;The Shining 2;The Visitors,arousal,midpoint_as_high,11,11,4,7,True,38,38,15,23,True
1,sensitivity,3x3,R01_S3_V3,3,3,P001;P002;P004;P011;P014;P018;P021;P022,28 days later;Dangerous Minds;Fish called Wanda;The Shining;When Harry met Sally,valence,discard_midpoint,7,6,4,2,True,37,30,19,11,True
1,sensitivity,3x3,R01_S3_V3,3,3,P001;P002;P004;P011;P014;P018;P021;P022,28 days later;Dangerous Minds;Fish called Wanda;The Shining;When Harry met Sally,valence,midpoint_as_low,7,7,5,2,True,37,37,26,11,True
1,sensitivity,3x3,R01_S3_V3,3,3,P001;P002;P004;P011;P014;P018;P021;P022,28 days later;Dangerous Minds;Fish called Wanda;The Shining;When Harry met Sally,valence,midpoint_as_high,7,7,4,3,True,37,37,19,18,True
1,sensitivity,3x3,R01_S3_V3,3,3,P001;P002;P004;P011;P014;P018;P021;P022,28 days later;Dangerous Minds;Fish called Wanda;The Shining;When Harry met Sally,arousal,discard_midpoint,7,7,4,3,True,37,29,13,16,True
1,sensitivity,3x3,R01_S3_V3,3,3,P001;P002;P004;P011;P014;P018;P021;P022,28 days later;Dangerous Minds;Fish called Wanda;The Shining;When Harry met Sally,arousal,midpoint_as_low,7,7,4,3,True,37,37,21,16,True
1,sensitivity,3x3,R01_S3_V3,3,3,P001;P002;P004;P011;P014;P018;P021;P022,28 days later;Dangerous Minds;Fish called Wanda;The Shining;When Harry met Sally,arousal,midpoint_as_high,7,7,4,3,True,37,37,13,24,True
2,sensitivity,3x3,R02_S1_V1,1,1,P001;P003;P005;P008;P016;P017;P021;P028,28 days later;Misery;Mr. Bean;My girl;The Shining;When Harry met Sally,valence,discard_midpoint,11,8,5,3,True,27,22,17,5,True
2,sensitivity,3x3,R02_S1_V1,1,1,P001;P003;P005;P008;P016;P017;P021;P028,28 days later;Misery;Mr. Bean;My girl;The Shining;When Harry met Sally,valence,midpoint_as_low,11,11,8,3,True,27,27,22,5,True
2,sensitivity,3x3,R02_S1_V1,1,1,P001;P003;P005;P008;P016;P017;P021;P028,28 days later;Misery;Mr. Bean;My girl;The Shining;When Harry met Sally,valence,midpoint_as_high,11,11,5,6,True,27,27,17,10,True
2,sensitivity,3x3,R02_S1_V1,1,1,P001;P003;P005;P008;P016;P017;P021;P028,28 days later;Misery;Mr. Bean;My girl;The Shining;When Harry met Sally,arousal,discard_midpoint,11,10,4,6,True,27,19,8,11,True
2,sensitivity,3x3,R02_S1_V1,1,1,P001;P003;P005;P008;P016;P017;P021;P028,28 days later;Misery;Mr. Bean;My girl;The Shining;When Harry met Sally,arousal,midpoint_as_low,11,11,5,6,True,27,27,16,11,True
2,sensitivity,3x3,R02_S1_V1,1,1,P001;P003;P005;P008;P016;P017;P021;P028,28 days later;Misery;Mr. Bean;My girl;The Shining;When Harry met Sally,arousal,midpoint_as_high,11,11,4,7,True,27,27,8,19,True
2,sensitivity,3x3,R02_S1_V2,1,2,P001;P003;P005;P008;P016;P017;P021;P028,Dangerous Minds;Life is beautiful;The Champ;The Exorcist;The Visitors,valence,discard_midpoint,13,10,8,2,True,41,37,23,14,True
2,sensitivity,3x3,R02_S1_V2,1,2,P001;P003;P005;P008;P016;P017;P021;P028,Dangerous Minds;Life is beautiful;The Champ;The Exorcist;The Visitors,valence,midpoint_as_low,13,13,11,2,True,41,41,27,14,True
2,sensitivity,3x3,R02_S1_V2,1,2,P001;P003;P005;P008;P016;P017;P021;P028,Dangerous Minds;Life is beautiful;The Champ;The Exorcist;The Visitors,valence,midpoint_as_high,13,13,8,5,True,41,41,23,18,True
2,sensitivity,3x3,R02_S1_V2,1,2,P001;P003;P005;P008;P016;P017;P021;P028,Dangerous Minds;Life is beautiful;The Champ;The Exorcist;The Visitors,arousal,discard_midpoint,13,11,9,2,True,41,32,9,23,True
2,sensitivity,3x3,R02_S1_V2,1,2,P001;P003;P005;P008;P016;P017;P021;P028,Dangerous Minds;Life is beautiful;The Champ;The Exorcist;The Visitors,arousal,midpoint_as_low,13,13,11,2,True,41,41,18,23,True
