repetition,held_subject_fold,held_video_fold,outer_cell,scenario_type,scenario_id,train_subject_folds,train_video_folds,validation_subject_folds,validation_video_folds,nominal_train_subjects,nominal_train_videos,observed_train_subjects,observed_train_videos,raw_train_rows,task,class_value,class_name,participant_id,trial_count,unique_video_count,unique_session_count,exact_videos,eligible_weak_1trial,eligible_minimal_2trials,eligible_strong_2trials_2videos
0,1,1,R00_S1_V1,outer_source,R00_S1_V1_outer_source,2;3,2;3,,,16,10,11,10,24,valence,0,low,P025,2,2,1,28 days later;Dangerous Minds,True,True,True
0,1,1,R00_S1_V1,outer_source,R00_S1_V1_outer_source,2;3,2;3,,,16,10,11,10,24,valence,0,low,P026,1,1,1,28 days later,True,False,False
0,1,1,R00_S1_V1,outer_source,R00_S1_V1_outer_source,2;3,2;3,,,16,10,11,10,24,valence,0,low,P028,0,0,0,,False,False,False
0,1,1,R00_S1_V1,outer_source,R00_S1_V1_outer_source,2;3,2;3,,,16,10,11,10,24,valence,1,high,P001,1,1,1,There is something about Mary 2,True,False,False
0,1,1,R00_S1_V1,outer_source,R00_S1_V1_outer_source,2;3,2;3,,,16,10,11,10,24,valence,1,high,P003,1,1,1,There is something about Mary,True,False,False
0,1,1,R00_S1_V1,outer_source,R00_S1_V1_outer_source,2;3,2;3,,,16,10,11,10,24,valence,1,high,P005,0,0,0,,False,False,False
0,1,1,R00_S1_V1,outer_source,R00_S1_V1_outer_source,2;3,2;3,,,16,10,11,10,24,valence,1,high,P007,0,0,0,,False,False,False
0,1,1,R00_S1_V1,outer_source,R00_S1_V1_outer_source,2;3,2;3,,,16,10,11,10,24,valence,1,high,P010,1,1,1,There is something about Mary,True,False,False
0,1,1,R00_S1_V1,outer_source,R00_S1_V1_outer_source,2;3,2;3,,,16,10,11,10,24,valence,1,high,P013,1,1,1,28 days later,True,False,False
0,1,1,R00_S1_V1,outer_source,R00_S1_V1_outer_source,2;3,2;3,,,16,10,11,10,24,valence,1,high,P016,0,0,0,,False,False,False
0,1,1,R00_S1_V1,outer_source,R00_S1_V1_outer_source,2;3,2;3,,,16,10,11,10,24,valence,1,high,P017,0,0,0,,False,False,False
0,1,1,R00_S1_V1,outer_source,R00_S1_V1_outer_source,2;3,2;3,,,16,10,11,10,24,valence,1,high,P018,0,0,0,,False,False,False
0,1,1,R00_S1_V1,outer_source,R00_S1_V1_outer_source,2;3,2;3,,,16,10,11,10,24,valence,1,high,P021,0,0,0,,False,False,False
0,1,1,R00_S1_V1,outer_source,R00_S1_V1_outer_source,2;3,2;3,,,16,10,11,10,24,valence,1,high,P022,0,0,0,,False,False,False
0,1,1,R00_S1_V1,outer_source,R00_S1_V1_outer_source,2;3,2;3,,,16,10,11,10,24,valence,1,high,P023,0,0,0,,False,False,False
0,1,1,R00_S1_V1,outer_source,R00_S1_V1_outer_source,2;3,2;3,,,16,10,11,10,24,valence,1,high,P024,0,0,0,,False,False,False
0,1,1,R00_S1_V1,outer_source,R00_S1_V1_outer_source,2;3,2;3,,,16,10,11,10,24,valence,1,high,P025,0,0,0,,False,False,False
0,1,1,R00_S1_V1,outer_source,R00_S1_V1_outer_source,2;3,2;3,,,16,10,11,10,24,valence,1,high,P026,0,0,0,,False,False,False
0,1,1,R00_S1_V1,outer_source,R00_S1_V1_outer_source,2;3,2;3,,,16,10,11,10,24,valence,1,high,P028,0,0,0,,False,False,False
0,1,1,R00_S1_V1,outer_source,R00_S1_V1_outer_source,2;3,2;3,,,16,10,11,10,24,arousal,0,low,P001,2,2,1,Life is beautiful;The Exorcist,True,True,True
0,1,1,R00_S1_V1,outer_source,R00_S1_V1_outer_source,2;3,2;3,,,16,10,11,10,24,arousal,0,low,P003,1,1,1,There is something about Mary,True,False,False
0,1,1,R00_S1_V1,outer_source,R00_S1_V1_outer_source,2;3,2;3,,,16,10,11,10,24,arousal,0,low,P005,0,0,0,,False,False,False
0,1,1,R00_S1_V1,outer_source,R00_S1_V1_outer_source,2;3,2;3,,,16,10,11,10,24,arousal,0,low,P007,1,1,1,Dangerous Minds,True,False,False
0,1,1,R00_S1_V1,outer_source,R00_S1_V1_outer_source,2;3,2;3,,,16,10,11,10,24,arousal,0,low,P010,0,0,0,,False,False,False
0,1,1,R00_S1_V1,outer_source,R00_S1_V1_outer_source,2;3,2;3,,,16,10,11,10,24,arousal,0,low,P013,0,0,0,,False,False,False
0,1,1,R00_S1_V1,outer_source,R00_S1_V1_outer_source,2;3,2;3,,,16,10,11,10,24,arousal,0,low,P016,1,1,1,28 days later,True,False,False
0,1,1,R00_S1_V1,outer_source,R00_S1_V1_outer_source,2;3,2;3,,,16,10,11,10,24,arousal,0,low,P017,5,5,2,Dangerous Minds;Fish called Wanda;Life is beautiful;The Shining;The Shining 2,True,True,True
0,1,1,R00_S1_V1,outer_source,R00_S1_V1_outer_source,2;3,2;3,,,16,10,11,10,24,arousal,0,low,P018,1,1,1,28 days later,True,False,False
0,1,1,R00_S1_V1,outer_source,R00_S1_V1_outer_source,2;3,2;3,,,16,10,11,10,24,arousal,0,low,P021,2,2,1,Dangerous Minds;Scream,True,True,True
0,1,1,R00_S1_V1,outer_source,R00_S1_V1_outer_source,2;3,2;3,,,16,10,11,10,24,arousal,0,low,P022,0,0,0,,False,False,False
0,1,1,R00_S1_V1,outer_source,R00_S1_V1_outer_source,2;3,2;3,,,16,10,11,10,24,arousal,0,low,P023,0,0,0,,False,False,False
0,1,1,R00_S1_V1,outer_source,R00_S1_V1_outer_source,2;3,2;3,,,16,10,11,10,24,arousal,0,low,P024,0,0,0,,False,False,False
0,1,1,R00_S1_V1,outer_source,R00_S1_V1_outer_source,2;3,2;3,,,16,10,11,10,24,arousal,0,low,P025,1,1,1,Dangerous Minds,True,False,False
0,1,1,R00_S1_V1,outer_source,R00_S1_V1_outer_source,2;3,2;3,,,16,10,11,10,24,arousal,0,low,P026,1,1,1,Dangerous Minds,True,False,False
0,1,1,R00_S1_V1,outer_source,R00_S1_V1_outer_source,2;3,2;3,,,16,10,11,10,24,arousal,0,low,P028,0,0,0,,False,False,False
0,1,1,R00_S1_V1,outer_source,R00_S1_V1_outer_source,2;3,2;3,,,16,10,11,10,24,arousal,1,high,P001,0,0,0,,False,False,False
0,1,1,R00_S1_V1,outer_source,R00_S1_V1_outer_source,2;3,2;3,,,16,10,11,10,24,arousal,1,high,P003,1,1,1,The Shining,True,False,False
0,1,1,R00_S1_V1,outer_source,R00_S1_V1_outer_source,2;3,2;3,,,16,10,11,10,24,arousal,1,high,P005,0,0,0,,False,False,False
0,1,1,R00_S1_V1,outer_source,R00_S1_V1_outer_source,2;3,2;3,,,16,10,11,10,24,arousal,1,high,P007,1,1,1,28 days later,True,False,False
0,1,1,R00_S1_V1,outer_source,R00_S1_V1_outer_source,2;3,2;3,,,16,10,11,10,24,arousal,1,high,P010,2,2,1,The Shining;There is something about Mary,True,True,True
0,1,1,R00_S1_V1,outer_source,R00_S1_V1_outer_source,2;3,2;3,,,16,10,11,10,24,arousal,1,high,P013,1,1,1,28 days later,True,False,False
0,1,1,R00_S1_V1,outer_source,R00_S1_V1_outer_source,2;3,2;3,,,16,10,11,10,24,arousal,1,high,P016,0,0,0,,False,False,False
0,1,1,R00_S1_V1,outer_source,R00_S1_V1_outer_source,2;3,2;3,,,16,10,11,10,24,arousal,1,high,P017,0,0,0,,False,False,False
0,1,1,R00_S1_V1,outer_source,R00_S1_V1_outer_source,2;3,2;3,,,16,10,11,10,24,arousal,1,high,P018,0,0,0,,False,False,False
0,1,1,R00_S1_V1,outer_source,R00_S1_V1_outer_source,2;3,2;3,,,16,10,11,10,24,arousal,1,high,P021,0,0,0,,False,False,False
0,1,1,R00_S1_V1,outer_source,R00_S1_V1_outer_source,2;3,2;3,,,16,10,11,10,24,arousal,1,high,P022,0,0,0,,False,False,False
0,1,1,R00_S1_V1,outer_source,R00_S1_V1_outer_source,2;3,2;3,,,16,10,11,10,24,arousal,1,high,P023,0,0,0,,False,False,False
0,1,1,R00_S1_V1,outer_source,R00_S1_V1_outer_source,2;3,2;3,,,16,10,11,10,24,arousal,1,high,P024,0,0,0,,False,False,False
0,1,1,R00_S1_V1,outer_source,R00_S1_V1_outer_source,2;3,2;3,,,16,10,11,10,24,arousal,1,high,P025,1,1,1,28 days later,True,False,False
0,1,1,R00_S1_V1,outer_source,R00_S1_V1_outer_source,2;3,2;3,,,16,10,11,10,24,arousal,1,high,P026,1,1,1,28 days later,True,False,False
0,1,1,R00_S1_V1,outer_source,R00_S1_V1_outer_source,2;3,2;3,,,16,10,11,10,24,arousal,1,high,P028,0,0,0,,False,False,False
0,1,1,R00_S1_V1,inner_subject_only,R00_S1_V1_inner_subject_train_S2,2,2;3,3,,8,10,5,10,14,valence,0,low,P001,2,2,1,Life is beautiful;The Exorcist,True,True,True
0,1,1,R00_S1_V1,inner_subject_only,R00_S1_V1_inner_subject_train_S2,2,2;3,3,,8,10,5,10,14,valence,0,low,P003,1,1,1,The Shining,True,False,False
0,1,1,R00_S1_V1,inner_subject_only,R00_S1_V1_inner_subject_train_S2,2,2;3,3,,8,10,5,10,14,valence,0,low,P007,2,2,2,28 days later;Dangerous Minds,True,True,True
0,1,1,R00_S1_V1,inner_subject_only,R00_S1_V1_inner_subject_train_S2,2,2;3,3,,8,10,5,10,14,valence,0,low,P017,4,4,2,Dangerous Minds;Fish called Wanda;Life is beautiful;The Shining 2,True,True,True
0,1,1,R00_S1_V1,inner_subject_only,R00_S1_V1_inner_subject_train_S2,2,2;3,3,,8,10,5,10,14,valence,0,low,P018,1,1,1,28 days later,True,False,False
0,1,1,R00_S1_V1,inner_subject_only,R00_S1_V1_inner_subject_train_S2,2,2;3,3,,8,10,5,10,14,valence,0,low,P022,0,0,0,,False,False,False
0,1,1,R00_S1_V1,inner_subject_only,R00_S1_V1_inner_subject_train_S2,2,2;3,3,,8,10,5,10,14,valence,0,low,P023,0,0,0,,False,False,False
0,1,1,R00_S1_V1,inner_subject_only,R00_S1_V1_inner_subject_train_S2,2,2;3,3,,8,10,5,10,14,valence,0,low,P024,0,0,0,,False,False,False
0,1,1,R00_S1_V1,inner_subject_only,R00_S1_V1_inner_subject_train_S2,2,2;3,3,,8,10,5,10,14,valence,1,high,P001,1,1,1,There is something about Mary 2,True,False,False
0,1,1,R00_S1_V1,inner_subject_only,R00_S1_V1_inner_subject_train_S2,2,2;3,3,,8,10,5,10,14,valence,1,high,P003,1,1,1,There is something about Mary,True,False,False
0,1,1,R00_S1_V1,inner_subject_only,R00_S1_V1_inner_subject_train_S2,2,2;3,3,,8,10,5,10,14,valence,1,high,P007,0,0,0,,False,False,False
0,1,1,R00_S1_V1,inner_subject_only,R00_S1_V1_inner_subject_train_S2,2,2;3,3,,8,10,5,10,14,valence,1,high,P017,0,0,0,,False,False,False
0,1,1,R00_S1_V1,inner_subject_only,R00_S1_V1_inner_subject_train_S2,2,2;3,3,,8,10,5,10,14,valence,1,high,P018,0,0,0,,False,False,False
0,1,1,R00_S1_V1,inner_subject_only,R00_S1_V1_inner_subject_train_S2,2,2;3,3,,8,10,5,10,14,valence,1,high,P022,0,0,0,,False,False,False
0,1,1,R00_S1_V1,inner_subject_only,R00_S1_V1_inner_subject_train_S2,2,2;3,3,,8,10,5,10,14,valence,1,high,P023,0,0,0,,False,False,False
0,1,1,R00_S1_V1,inner_subject_only,R00_S1_V1_inner_subject_train_S2,2,2;3,3,,8,10,5,10,14,valence,1,high,P024,0,0,0,,False,False,False
0,1,1,R00_S1_V1,inner_subject_only,R00_S1_V1_inner_subject_train_S2,2,2;3,3,,8,10,5,10,14,arousal,0,low,P001,2,2,1,Life is beautiful;The Exorcist,True,True,True
0,1,1,R00_S1_V1,inner_subject_only,R00_S1_V1_inner_subject_train_S2,2,2;3,3,,8,10,5,10,14,arousal,0,low,P003,1,1,1,There is something about Mary,True,False,False
0,1,1,R00_S1_V1,inner_subject_only,R00_S1_V1_inner_subject_train_S2,2,2;3,3,,8,10,5,10,14,arousal,0,low,P007,1,1,1,Dangerous Minds,True,False,False
0,1,1,R00_S1_V1,inner_subject_only,R00_S1_V1_inner_subject_train_S2,2,2;3,3,,8,10,5,10,14,arousal,0,low,P017,5,5,2,Dangerous Minds;Fish called Wanda;Life is beautiful;The Shining;The Shining 2,True,True,True
0,1,1,R00_S1_V1,inner_subject_only,R00_S1_V1_inner_subject_train_S2,2,2;3,3,,8,10,5,10,14,arousal,0,low,P018,1,1,1,28 days later,True,False,False
0,1,1,R00_S1_V1,inner_subject_only,R00_S1_V1_inner_subject_train_S2,2,2;3,3,,8,10,5,10,14,arousal,0,low,P022,0,0,0,,False,False,False
0,1,1,R00_S1_V1,inner_subject_only,R00_S1_V1_inner_subject_train_S2,2,2;3,3,,8,10,5,10,14,arousal,0,low,P023,0,0,0,,False,False,False
0,1,1,R00_S1_V1,inner_subject_only,R00_S1_V1_inner_subject_train_S2,2,2;3,3,,8,10,5,10,14,arousal,0,low,P024,0,0,0,,False,False,False
0,1,1,R00_S1_V1,inner_subject_only,R00_S1_V1_inner_subject_train_S2,2,2;3,3,,8,10,5,10,14,arousal,1,high,P001,0,0,0,,False,False,False
0,1,1,R00_S1_V1,inner_subject_only,R00_S1_V1_inner_subject_train_S2,2,2;3,3,,8,10,5,10,14,arousal,1,high,P003,1,1,1,The Shining,True,False,False
0,1,1,R00_S1_V1,inner_subject_only,R00_S1_V1_inner_subject_train_S2,2,2;3,3,,8,10,5,10,14,arousal,1,high,P007,1,1,1,28 days later,True,False,False
0,1,1,R00_S1_V1,inner_subject_only,R00_S1_V1_inner_subject_train_S2,2,2;3,3,,8,10,5,10,14,arousal,1,high,P017,0,0,0,,False,False,False
0,1,1,R00_S1_V1,inner_subject_only,R00_S1_V1_inner_subject_train_S2,2,2;3,3,,8,10,5,10,14,arousal,1,high,P018,0,0,0,,False,False,False
0,1,1,R00_S1_V1,inner_subject_only,R00_S1_V1_inner_subject_train_S2,2,2;3,3,,8,10,5,10,14,arousal,1,high,P022,0,0,0,,False,False,False
0,1,1,R00_S1_V1,inner_subject_only,R00_S1_V1_inner_subject_train_S2,2,2;3,3,,8,10,5,10,14,arousal,1,high,P023,0,0,0,,False,False,False
0,1,1,R00_S1_V1,inner_subject_only,R00_S1_V1_inner_subject_train_S2,2,2;3,3,,8,10,5,10,14,arousal,1,high,P024,0,0,0,,False,False,False
0,1,1,R00_S1_V1,inner_subject_only,R00_S1_V1_inner_subject_train_S3,3,2;3,2,,8,10,6,5,10,valence,0,low,P005,0,0,0,,False,False,False
0,1,1,R00_S1_V1,inner_subject_only,R00_S1_V1_inner_subject_train_S3,3,2;3,2,,8,10,6,5,10,valence,0,low,P010,1,1,1,The Shining,True,False,False
0,1,1,R00_S1_V1,inner_subject_only,R00_S1_V1_inner_subject_train_S3,3,2;3,2,,8,10,6,5,10,valence,0,low,P013,0,0,0,,False,False,False
0,1,1,R00_S1_V1,inner_subject_only,R00_S1_V1_inner_subject_train_S3,3,2;3,2,,8,10,6,5,10,valence,0,low,P016,1,1,1,28 days later,True,False,False
0,1,1,R00_S1_V1,inner_subject_only,R00_S1_V1_inner_subject_train_S3,3,2;3,2,,8,10,6,5,10,valence,0,low,P021,2,2,1,Dangerous Minds;Scream,True,True,True
0,1,1,R00_S1_V1,inner_subject_only,R00_S1_V1_inner_subject_train_S3,3,2;3,2,,8,10,6,5,10,valence,0,low,P025,2,2,1,28 days later;Dangerous Minds,True,True,True
0,1,1,R00_S1_V1,inner_subject_only,R00_S1_V1_inner_subject_train_S3,3,2;3,2,,8,10,6,5,10,valence,0,low,P026,1,1,1,28 days later,True,False,False
0,1,1,R00_S1_V1,inner_subject_only,R00_S1_V1_inner_subject_train_S3,3,2;3,2,,8,10,6,5,10,valence,0,low,P028,0,0,0,,False,False,False
0,1,1,R00_S1_V1,inner_subject_only,R00_S1_V1_inner_subject_train_S3,3,2;3,2,,8,10,6,5,10,valence,1,high,P005,0,0,0,,False,False,False
0,1,1,R00_S1_V1,inner_subject_only,R00_S1_V1_inner_subject_train_S3,3,2;3,2,,8,10,6,5,10,valence,1,high,P010,1,1,1,There is something about Mary,True,False,False
0,1,1,R00_S1_V1,inner_subject_only,R00_S1_V1_inner_subject_train_S3,3,2;3,2,,8,10,6,5,10,valence,1,high,P013,1,1,1,28 days later,True,False,False
0,1,1,R00_S1_V1,inner_subject_only,R00_S1_V1_inner_subject_train_S3,3,2;3,2,,8,10,6,5,10,valence,1,high,P016,0,0,0,,False,False,False
0,1,1,R00_S1_V1,inner_subject_only,R00_S1_V1_inner_subject_train_S3,3,2;3,2,,8,10,6,5,10,valence,1,high,P021,0,0,0,,False,False,False
0,1,1,R00_S1_V1,inner_subject_only,R00_S1_V1_inner_subject_train_S3,3,2;3,2,,8,10,6,5,10,valence,1,high,P025,0,0,0,,False,False,False
0,1,1,R00_S1_V1,inner_subject_only,R00_S1_V1_inner_subject_train_S3,3,2;3,2,,8,10,6,5,10,valence,1,high,P026,0,0,0,,False,False,False
0,1,1,R00_S1_V1,inner_subject_only,R00_S1_V1_inner_subject_train_S3,3,2;3,2,,8,10,6,5,10,valence,1,high,P028,0,0,0,,False,False,False
0,1,1,R00_S1_V1,inner_subject_only,R00_S1_V1_inner_subject_train_S3,3,2;3,2,,8,10,6,5,10,arousal,0,low,P005,0,0,0,,False,False,False
0,1,1,R00_S1_V1,inner_subject_only,R00_S1_V1_inner_subject_train_S3,3,2;3,2,,8,10,6,5,10,arousal,0,low,P010,0,0,0,,False,False,False
0,1,1,R00_S1_V1,inner_subject_only,R00_S1_V1_inner_subject_train_S3,3,2;3,2,,8,10,6,5,10,arousal,0,low,P013,0,0,0,,False,False,False
0,1,1,R00_S1_V1,inner_subject_only,R00_S1_V1_inner_subject_train_S3,3,2;3,2,,8,10,6,5,10,arousal,0,low,P016,1,1,1,28 days later,True,False,False
0,1,1,R00_S1_V1,inner_subject_only,R00_S1_V1_inner_subject_train_S3,3,2;3,2,,8,10,6,5,10,arousal,0,low,P021,2,2,1,Dangerous Minds;Scream,True,True,True
0,1,1,R00_S1_V1,inner_subject_only,R00_S1_V1_inner_subject_train_S3,3,2;3,2,,8,10,6,5,10,arousal,0,low,P025,1,1,1,Dangerous Minds,True,False,False
0,1,1,R00_S1_V1,inner_subject_only,R00_S1_V1_inner_subject_train_S3,3,2;3,2,,8,10,6,5,10,arousal,0,low,P026,1,1,1,Dangerous Minds,True,False,False
0,1,1,R00_S1_V1,inner_subject_only,R00_S1_V1_inner_subject_train_S3,3,2;3,2,,8,10,6,5,10,arousal,0,low,P028,0,0,0,,False,False,False
0,1,1,R00_S1_V1,inner_subject_only,R00_S1_V1_inner_subject_train_S3,3,2;3,2,,8,10,6,5,10,arousal,1,high,P005,0,0,0,,False,False,False
0,1,1,R00_S1_V1,inner_subject_only,R00_S1_V1_inner_subject_train_S3,3,2;3,2,,8,10,6,5,10,arousal,1,high,P010,2,2,1,The Shining;There is something about Mary,True,True,True
0,1,1,R00_S1_V1,inner_subject_only,R00_S1_V1_inner_subject_train_S3,3,2;3,2,,8,10,6,5,10,arousal,1,high,P013,1,1,1,28 days later,True,False,False
0,1,1,R00_S1_V1,inner_subject_only,R00_S1_V1_inner_subject_train_S3,3,2;3,2,,8,10,6,5,10,arousal,1,high,P016,0,0,0,,False,False,False
0,1,1,R00_S1_V1,inner_subject_only,R00_S1_V1_inner_subject_train_S3,3,2;3,2,,8,10,6,5,10,arousal,1,high,P021,0,0,0,,False,False,False
0,1,1,R00_S1_V1,inner_subject_only,R00_S1_V1_inner_subject_train_S3,3,2;3,2,,8,10,6,5,10,arousal,1,high,P025,1,1,1,28 days later,True,False,False
0,1,1,R00_S1_V1,inner_subject_only,R00_S1_V1_inner_subject_train_S3,3,2;3,2,,8,10,6,5,10,arousal,1,high,P026,1,1,1,28 days later,True,False,False
0,1,1,R00_S1_V1,inner_subject_only,R00_S1_V1_inner_subject_train_S3,3,2;3,2,,8,10,6,5,10,arousal,1,high,P028,0,0,0,,False,False,False
0,1,1,R00_S1_V1,inner_video_only,R00_S1_V1_inner_video_train_V2,2;3,2,,3,16,5,11,5,12,valence,0,low,P001,0,0,0,,False,False,False
0,1,1,R00_S1_V1,inner_video_only,R00_S1_V1_inner_video_train_V2,2;3,2,,3,16,5,11,5,12,valence,0,low,P003,0,0,0,,False,False,False
0,1,1,R00_S1_V1,inner_video_only,R00_S1_V1_inner_video_train_V2,2;3,2,,3,16,5,11,5,12,valence,0,low,P005,0,0,0,,False,False,False
0,1,1,R00_S1_V1,inner_video_only,R00_S1_V1_inner_video_train_V2,2;3,2,,3,16,5,11,5,12,valence,0,low,P007,1,1,1,28 days later,True,False,False
0,1,1,R00_S1_V1,inner_video_only,R00_S1_V1_inner_video_train_V2,2;3,2,,3,16,5,11,5,12,valence,0,low,P010,0,0,0,,False,False,False
0,1,1,R00_S1_V1,inner_video_only,R00_S1_V1_inner_video_train_V2,2;3,2,,3,16,5,11,5,12,valence,0,low,P013,0,0,0,,False,False,False
0,1,1,R00_S1_V1,inner_video_only,R00_S1_V1_inner_video_train_V2,2;3,2,,3,16,5,11,5,12,valence,0,low,P016,1,1,1,28 days later,True,False,False
0,1,1,R00_S1_V1,inner_video_only,R00_S1_V1_inner_video_train_V2,2;3,2,,3,16,5,11,5,12,valence,0,low,P017,2,2,1,Fish called Wanda;The Shining 2,True,True,True
0,1,1,R00_S1_V1,inner_video_only,R00_S1_V1_inner_video_train_V2,2;3,2,,3,16,5,11,5,12,valence,0,low,P018,1,1,1,28 days later,True,False,False
0,1,1,R00_S1_V1,inner_video_only,R00_S1_V1_inner_video_train_V2,2;3,2,,3,16,5,11,5,12,valence,0,low,P021,1,1,1,Scream,True,False,False
0,1,1,R00_S1_V1,inner_video_only,R00_S1_V1_inner_video_train_V2,2;3,2,,3,16,5,11,5,12,valence,0,low,P022,0,0,0,,False,False,False
0,1,1,R00_S1_V1,inner_video_only,R00_S1_V1_inner_video_train_V2,2;3,2,,3,16,5,11,5,12,valence,0,low,P023,0,0,0,,False,False,False
0,1,1,R00_S1_V1,inner_video_only,R00_S1_V1_inner_video_train_V2,2;3,2,,3,16,5,11,5,12,valence,0,low,P024,0,0,0,,False,False,False
0,1,1,R00_S1_V1,inner_video_only,R00_S1_V1_inner_video_train_V2,2;3,2,,3,16,5,11,5,12,valence,0,low,P025,1,1,1,28 days later,True,False,False
0,1,1,R00_S1_V1,inner_video_only,R00_S1_V1_inner_video_train_V2,2;3,2,,3,16,5,11,5,12,valence,0,low,P026,1,1,1,28 days later,True,False,False
0,1,1,R00_S1_V1,inner_video_only,R00_S1_V1_inner_video_train_V2,2;3,2,,3,16,5,11,5,12,valence,0,low,P028,0,0,0,,False,False,False
0,1,1,R00_S1_V1,inner_video_only,R00_S1_V1_inner_video_train_V2,2;3,2,,3,16,5,11,5,12,valence,1,high,P001,0,0,0,,False,False,False
0,1,1,R00_S1_V1,inner_video_only,R00_S1_V1_inner_video_train_V2,2;3,2,,3,16,5,11,5,12,valence,1,high,P003,1,1,1,There is something about Mary,True,False,False
0,1,1,R00_S1_V1,inner_video_only,R00_S1_V1_inner_video_train_V2,2;3,2,,3,16,5,11,5,12,valence,1,high,P005,0,0,0,,False,False,False
0,1,1,R00_S1_V1,inner_video_only,R00_S1_V1_inner_video_train_V2,2;3,2,,3,16,5,11,5,12,valence,1,high,P007,0,0,0,,False,False,False
0,1,1,R00_S1_V1,inner_video_only,R00_S1_V1_inner_video_train_V2,2;3,2,,3,16,5,11,5,12,valence,1,high,P010,1,1,1,There is something about Mary,True,False,False
0,1,1,R00_S1_V1,inner_video_only,R00_S1_V1_inner_video_train_V2,2;3,2,,3,16,5,11,5,12,valence,1,high,P013,1,1,1,28 days later,True,False,False
0,1,1,R00_S1_V1,inner_video_only,R00_S1_V1_inner_video_train_V2,2;3,2,,3,16,5,11,5,12,valence,1,high,P016,0,0,0,,False,False,False
0,1,1,R00_S1_V1,inner_video_only,R00_S1_V1_inner_video_train_V2,2;3,2,,3,16,5,11,5,12,valence,1,high,P017,0,0,0,,False,False,False
0,1,1,R00_S1_V1,inner_video_only,R00_S1_V1_inner_video_train_V2,2;3,2,,3,16,5,11,5,12,valence,1,high,P018,0,0,0,,False,False,False
0,1,1,R00_S1_V1,inner_video_only,R00_S1_V1_inner_video_train_V2,2;3,2,,3,16,5,11,5,12,valence,1,high,P021,0,0,0,,False,False,False
0,1,1,R00_S1_V1,inner_video_only,R00_S1_V1_inner_video_train_V2,2;3,2,,3,16,5,11,5,12,valence,1,high,P022,0,0,0,,False,False,False
0,1,1,R00_S1_V1,inner_video_only,R00_S1_V1_inner_video_train_V2,2;3,2,,3,16,5,11,5,12,valence,1,high,P023,0,0,0,,False,False,False
0,1,1,R00_S1_V1,inner_video_only,R00_S1_V1_inner_video_train_V2,2;3,2,,3,16,5,11,5,12,valence,1,high,P024,0,0,0,,False,False,False
0,1,1,R00_S1_V1,inner_video_only,R00_S1_V1_inner_video_train_V2,2;3,2,,3,16,5,11,5,12,valence,1,high,P025,0,0,0,,False,False,False
0,1,1,R00_S1_V1,inner_video_only,R00_S1_V1_inner_video_train_V2,2;3,2,,3,16,5,11,5,12,valence,1,high,P026,0,0,0,,False,False,False
