task,policy,participant_session_key,available_rows,retained_rows,dropped_rows,low_count,high_count,both_classes,single_class,no_retained_rows,participants,participant_sessions,videos,support_class,canonical_quadrants,emotion_names
valence,discard_midpoint,P016_S001,3,3,0,2,1,True,False,False,1,1,3,,A;B;C,Fear;Fun;Sadness
valence,discard_midpoint,P017_S001,3,2,1,1,1,True,False,False,1,1,3,,A;B;C,Fear;Fun;Sadness
valence,discard_midpoint,P017_S002,3,3,0,3,0,False,True,False,1,1,3,,A;B;C,Fear;Fun;Sadness
valence,discard_midpoint,P018_S001,3,3,0,3,0,False,True,False,1,1,3,,A;B;C,Fear;Fun;Sadness
valence,discard_midpoint,P021_S001,3,2,1,2,0,False,True,False,1,1,3,,A;B;C,Fear;Fun;Sadness
valence,discard_midpoint,P022_S001,3,3,0,3,0,False,True,False,1,1,3,,A;B;C,Fear;Fun;Sadness
valence,discard_midpoint,P023_S001,3,3,0,2,1,True,False,False,1,1,3,,A;B;C,Fear;Fun;Sadness
valence,discard_midpoint,P024_S001,3,3,0,3,0,False,True,False,1,1,3,,A;B;C,Fear;Fun;Sadness
valence,discard_midpoint,P025_S001,3,2,1,2,0,False,True,False,1,1,3,,A;B;C,Fear;Fun;Sadness
valence,discard_midpoint,P026_S001,3,2,1,1,1,True,False,False,1,1,3,,A;B;C,Fear;Fun;Sadness
valence,discard_midpoint,P027_S001,3,2,1,2,0,False,True,False,1,1,3,,A;B;C,Fear;Fun;Sadness
valence,discard_midpoint,P028_S001,3,2,1,2,0,False,True,False,1,1,3,,A;B;C,Fear;Fun;Sadness
valence,midpoint_as_low,P001_S001,3,3,0,2,1,True,False,False,1,1,3,,A;B;C,Fear;Fun;Sadness
valence,midpoint_as_low,P001_S002,3,3,0,2,1,True,False,False,1,1,3,,A;B;C,Fear;Fun;Sadness
valence,midpoint_as_low,P002_S001,3,3,0,1,2,True,False,False,1,1,3,,A;B;C,Fear;Fun;Sadness
valence,midpoint_as_low,P002_S002,3,3,0,1,2,True,False,False,1,1,3,,A;B;C,Fear;Fun;Sadness
valence,midpoint_as_low,P003_S001,3,3,0,2,1,True,False,False,1,1,3,,A;B;C,Fear;Fun;Sadness
valence,midpoint_as_low,P004_S001,3,3,0,2,1,True,False,False,1,1,3,,A;B;C,Fear;Fun;Sadness
valence,midpoint_as_low,P005_S001,3,3,0,2,1,True,False,False,1,1,3,,A;B;C,Fear;Fun;Sadness
valence,midpoint_as_low,P006_S001,3,3,0,2,1,True,False,False,1,1,3,,A;B;C,Fear;Fun;Sadness
valence,midpoint_as_low,P007_S001,3,3,0,2,1,True,False,False,1,1,3,,A;B;C,Fear;Fun;Sadness
valence,midpoint_as_low,P007_S002,3,3,0,2,1,True,False,False,1,1,3,,A;B;C,Fear;Fun;Sadness
valence,midpoint_as_low,P008_S001,3,3,0,2,1,True,False,False,1,1,3,,A;B;C,Fear;Fun;Sadness
valence,midpoint_as_low,P009_S001,3,3,0,2,1,True,False,False,1,1,3,,A;B;C,Fear;Fun;Sadness
valence,midpoint_as_low,P009_S002,3,3,0,2,1,True,False,False,1,1,3,,A;B;C,Fear;Fun;Sadness
valence,midpoint_as_low,P010_S001,3,3,0,2,1,True,False,False,1,1,3,,A;B;C,Fear;Fun;Sadness
valence,midpoint_as_low,P011_S001,3,3,0,3,0,False,True,False,1,1,3,,A;B;C,Fear;Fun;Sadness
valence,midpoint_as_low,P011_S002,3,3,0,2,1,True,False,False,1,1,3,,A;B;C,Fear;Fun;Sadness
valence,midpoint_as_low,P013_S001,3,3,0,2,1,True,False,False,1,1,3,,A;B;C,Fear;Fun;Sadness
valence,midpoint_as_low,P014_S001,3,3,0,3,0,False,True,False,1,1,3,,A;B;C,Fear;Fun;Sadness
valence,midpoint_as_low,P016_S001,3,3,0,2,1,True,False,False,1,1,3,,A;B;C,Fear;Fun;Sadness
valence,midpoint_as_low,P017_S001,3,3,0,2,1,True,False,False,1,1,3,,A;B;C,Fear;Fun;Sadness
valence,midpoint_as_low,P017_S002,3,3,0,3,0,False,True,False,1,1,3,,A;B;C,Fear;Fun;Sadness
valence,midpoint_as_low,P018_S001,3,3,0,3,0,False,True,False,1,1,3,,A;B;C,Fear;Fun;Sadness
valence,midpoint_as_low,P021_S001,3,3,0,3,0,False,True,False,1,1,3,,A;B;C,Fear;Fun;Sadness
valence,midpoint_as_low,P022_S001,3,3,0,3,0,False,True,False,1,1,3,,A;B;C,Fear;Fun;Sadness
valence,midpoint_as_low,P023_S001,3,3,0,2,1,True,False,False,1,1,3,,A;B;C,Fear;Fun;Sadness
valence,midpoint_as_low,P024_S001,3,3,0,3,0,False,True,False,1,1,3,,A;B;C,Fear;Fun;Sadness
valence,midpoint_as_low,P025_S001,3,3,0,3,0,False,True,False,1,1,3,,A;B;C,Fear;Fun;Sadness
valence,midpoint_as_low,P026_S001,3,3,0,2,1,True,False,False,1,1,3,,A;B;C,Fear;Fun;Sadness
valence,midpoint_as_low,P027_S001,3,3,0,3,0,False,True,False,1,1,3,,A;B;C,Fear;Fun;Sadness
valence,midpoint_as_low,P028_S001,3,3,0,3,0,False,True,False,1,1,3,,A;B;C,Fear;Fun;Sadness
valence,midpoint_as_high,P001_S001,3,3,0,1,2,True,False,False,1,1,3,,A;B;C,Fear;Fun;Sadness
valence,midpoint_as_high,P001_S002,3,3,0,2,1,True,False,False,1,1,3,,A;B;C,Fear;Fun;Sadness
valence,midpoint_as_high,P002_S001,3,3,0,0,3,False,True,False,1,1,3,,A;B;C,Fear;Fun;Sadness
valence,midpoint_as_high,P002_S002,3,3,0,1,2,True,False,False,1,1,3,,A;B;C,Fear;Fun;Sadness
valence,midpoint_as_high,P003_S001,3,3,0,1,2,True,False,False,1,1,3,,A;B;C,Fear;Fun;Sadness
valence,midpoint_as_high,P004_S001,3,3,0,2,1,True,False,False,1,1,3,,A;B;C,Fear;Fun;Sadness
valence,midpoint_as_high,P005_S001,3,3,0,0,3,False,True,False,1,1,3,,A;B;C,Fear;Fun;Sadness
valence,midpoint_as_high,P006_S001,3,3,0,2,1,True,False,False,1,1,3,,A;B;C,Fear;Fun;Sadness
valence,midpoint_as_high,P007_S001,3,3,0,2,1,True,False,False,1,1,3,,A;B;C,Fear;Fun;Sadness
valence,midpoint_as_high,P007_S002,3,3,0,2,1,True,False,False,1,1,3,,A;B;C,Fear;Fun;Sadness
valence,midpoint_as_high,P008_S001,3,3,0,2,1,True,False,False,1,1,3,,A;B;C,Fear;Fun;Sadness
valence,midpoint_as_high,P009_S001,3,3,0,1,2,True,False,False,1,1,3,,A;B;C,Fear;Fun;Sadness
valence,midpoint_as_high,P009_S002,3,3,0,2,1,True,False,False,1,1,3,,A;B;C,Fear;Fun;Sadness
valence,midpoint_as_high,P010_S001,3,3,0,2,1,True,False,False,1,1,3,,A;B;C,Fear;Fun;Sadness
valence,midpoint_as_high,P011_S001,3,3,0,3,0,False,True,False,1,1,3,,A;B;C,Fear;Fun;Sadness
valence,midpoint_as_high,P011_S002,3,3,0,2,1,True,False,False,1,1,3,,A;B;C,Fear;Fun;Sadness
valence,midpoint_as_high,P013_S001,3,3,0,0,3,False,True,False,1,1,3,,A;B;C,Fear;Fun;Sadness
valence,midpoint_as_high,P014_S001,3,3,0,2,1,True,False,False,1,1,3,,A;B;C,Fear;Fun;Sadness
valence,midpoint_as_high,P016_S001,3,3,0,2,1,True,False,False,1,1,3,,A;B;C,Fear;Fun;Sadness
valence,midpoint_as_high,P017_S001,3,3,0,1,2,True,False,False,1,1,3,,A;B;C,Fear;Fun;Sadness
valence,midpoint_as_high,P017_S002,3,3,0,3,0,False,True,False,1,1,3,,A;B;C,Fear;Fun;Sadness
valence,midpoint_as_high,P018_S001,3,3,0,3,0,False,True,False,1,1,3,,A;B;C,Fear;Fun;Sadness
valence,midpoint_as_high,P021_S001,3,3,0,2,1,True,False,False,1,1,3,,A;B;C,Fear;Fun;Sadness
valence,midpoint_as_high,P022_S001,3,3,0,3,0,False,True,False,1,1,3,,A;B;C,Fear;Fun;Sadness
valence,midpoint_as_high,P023_S001,3,3,0,2,1,True,False,False,1,1,3,,A;B;C,Fear;Fun;Sadness
valence,midpoint_as_high,P024_S001,3,3,0,3,0,False,True,False,1,1,3,,A;B;C,Fear;Fun;Sadness
valence,midpoint_as_high,P025_S001,3,3,0,2,1,True,False,False,1,1,3,,A;B;C,Fear;Fun;Sadness
valence,midpoint_as_high,P026_S001,3,3,0,1,2,True,False,False,1,1,3,,A;B;C,Fear;Fun;Sadness
valence,midpoint_as_high,P027_S001,3,3,0,2,1,True,False,False,1,1,3,,A;B;C,Fear;Fun;Sadness
valence,midpoint_as_high,P028_S001,3,3,0,2,1,True,False,False,1,1,3,,A;B;C,Fear;Fun;Sadness
arousal,discard_midpoint,P001_S001,3,1,2,1,0,False,True,False,1,1,3,,A;B;C,Fear;Fun;Sadness
arousal,discard_midpoint,P001_S002,3,2,1,2,0,False,True,False,1,1,3,,A;B;C,Fear;Fun;Sadness
arousal,discard_midpoint,P002_S001,3,3,0,0,3,False,True,False,1,1,3,,A;B;C,Fear;Fun;Sadness
arousal,discard_midpoint,P002_S002,3,2,1,0,2,False,True,False,1,1,3,,A;B;C,Fear;Fun;Sadness
arousal,discard_midpoint,P003_S001,3,3,0,2,1,True,False,False,1,1,3,,A;B;C,Fear;Fun;Sadness
arousal,discard_midpoint,P004_S001,3,1,2,1,0,False,True,False,1,1,3,,A;B;C,Fear;Fun;Sadness
arousal,discard_midpoint,P005_S001,3,2,1,1,1,True,False,False,1,1,3,,A;B;C,Fear;Fun;Sadness
arousal,discard_midpoint,P006_S001,3,2,1,2,0,False,True,False,1,1,3,,A;B;C,Fear;Fun;Sadness
arousal,discard_midpoint,P007_S001,3,3,0,1,2,True,False,False,1,1,3,,A;B;C,Fear;Fun;Sadness
arousal,discard_midpoint,P007_S002,3,3,0,2,1,True,False,False,1,1,3,,A;B;C,Fear;Fun;Sadness
arousal,discard_midpoint,P008_S001,3,3,0,0,3,False,True,False,1,1,3,,A;B;C,Fear;Fun;Sadness
arousal,discard_midpoint,P009_S001,3,2,1,0,2,False,True,False,1,1,3,,A;B;C,Fear;Fun;Sadness
arousal,discard_midpoint,P009_S002,3,3,0,1,2,True,False,False,1,1,3,,A;B;C,Fear;Fun;Sadness
arousal,discard_midpoint,P010_S001,3,2,1,0,2,False,True,False,1,1,3,,A;B;C,Fear;Fun;Sadness
arousal,discard_midpoint,P011_S001,3,3,0,1,2,True,False,False,1,1,3,,A;B;C,Fear;Fun;Sadness
arousal,discard_midpoint,P011_S002,3,2,1,0,2,False,True,False,1,1,3,,A;B;C,Fear;Fun;Sadness
arousal,discard_midpoint,P013_S001,3,2,1,0,2,False,True,False,1,1,3,,A;B;C,Fear;Fun;Sadness
arousal,discard_midpoint,P014_S001,3,1,2,1,0,False,True,False,1,1,3,,A;B;C,Fear;Fun;Sadness
arousal,discard_midpoint,P016_S001,3,3,0,1,2,True,False,False,1,1,3,,A;B;C,Fear;Fun;Sadness
arousal,discard_midpoint,P017_S001,3,3,0,3,0,False,True,False,1,1,3,,A;B;C,Fear;Fun;Sadness
arousal,discard_midpoint,P017_S002,3,3,0,3,0,False,True,False,1,1,3,,A;B;C,Fear;Fun;Sadness
arousal,discard_midpoint,P018_S001,3,2,1,2,0,False,True,False,1,1,3,,A;B;C,Fear;Fun;Sadness
arousal,discard_midpoint,P021_S001,3,3,0,3,0,False,True,False,1,1,3,,A;B;C,Fear;Fun;Sadness
arousal,discard_midpoint,P022_S001,3,2,1,0,2,False,True,False,1,1,3,,A;B;C,Fear;Fun;Sadness
arousal,discard_midpoint,P023_S001,3,3,0,3,0,False,True,False,1,1,3,,A;B;C,Fear;Fun;Sadness
arousal,discard_midpoint,P024_S001,3,2,1,0,2,False,True,False,1,1,3,,A;B;C,Fear;Fun;Sadness
arousal,discard_midpoint,P025_S001,3,3,0,1,2,True,False,False,1,1,3,,A;B;C,Fear;Fun;Sadness
arousal,discard_midpoint,P026_S001,3,2,1,1,1,True,False,False,1,1,3,,A;B;C,Fear;Fun;Sadness
arousal,discard_midpoint,P027_S001,3,3,0,0,3,False,True,False,1,1,3,,A;B;C,Fear;Fun;Sadness
arousal,discard_midpoint,P028_S001,3,2,1,1,1,True,False,False,1,1,3,,A;B;C,Fear;Fun;Sadness
arousal,midpoint_as_low,P001_S001,3,3,0,3,0,False,True,False,1,1,3,,A;B;C,Fear;Fun;Sadness
arousal,midpoint_as_low,P001_S002,3,3,0,3,0,False,True,False,1,1,3,,A;B;C,Fear;Fun;Sadness
arousal,midpoint_as_low,P002_S001,3,3,0,0,3,False,True,False,1,1,3,,A;B;C,Fear;Fun;Sadness
arousal,midpoint_as_low,P002_S002,3,3,0,1,2,True,False,False,1,1,3,,A;B;C,Fear;Fun;Sadness
arousal,midpoint_as_low,P003_S001,3,3,0,2,1,True,False,False,1,1,3,,A;B;C,Fear;Fun;Sadness
arousal,midpoint_as_low,P004_S001,3,3,0,3,0,False,True,False,1,1,3,,A;B;C,Fear;Fun;Sadness
arousal,midpoint_as_low,P005_S001,3,3,0,2,1,True,False,False,1,1,3,,A;B;C,Fear;Fun;Sadness
arousal,midpoint_as_low,P006_S001,3,3,0,3,0,False,True,False,1,1,3,,A;B;C,Fear;Fun;Sadness
arousal,midpoint_as_low,P007_S001,3,3,0,1,2,True,False,False,1,1,3,,A;B;C,Fear;Fun;Sadness
arousal,midpoint_as_low,P007_S002,3,3,0,2,1,True,False,False,1,1,3,,A;B;C,Fear;Fun;Sadness
arousal,midpoint_as_low,P008_S001,3,3,0,0,3,False,True,False,1,1,3,,A;B;C,Fear;Fun;Sadness
arousal,midpoint_as_low,P009_S001,3,3,0,1,2,True,False,False,1,1,3,,A;B;C,Fear;Fun;Sadness
arousal,midpoint_as_low,P009_S002,3,3,0,1,2,True,False,False,1,1,3,,A;B;C,Fear;Fun;Sadness
arousal,midpoint_as_low,P010_S001,3,3,0,1,2,True,False,False,1,1,3,,A;B;C,Fear;Fun;Sadness
arousal,midpoint_as_low,P011_S001,3,3,0,1,2,True,False,False,1,1,3,,A;B;C,Fear;Fun;Sadness
arousal,midpoint_as_low,P011_S002,3,3,0,1,2,True,False,False,1,1,3,,A;B;C,Fear;Fun;Sadness
arousal,midpoint_as_low,P013_S001,3,3,0,1,2,True,False,False,1,1,3,,A;B;C,Fear;Fun;Sadness
arousal,midpoint_as_low,P014_S001,3,3,0,3,0,False,True,False,1,1,3,,A;B;C,Fear;Fun;Sadness
arousal,midpoint_as_low,P016_S001,3,3,0,1,2,True,False,False,1,1,3,,A;B;C,Fear;Fun;Sadness
arousal,midpoint_as_low,P017_S001,3,3,0,3,0,False,True,False,1,1,3,,A;B;C,Fear;Fun;Sadness
arousal,midpoint_as_low,P017_S002,3,3,0,3,0,False,True,False,1,1,3,,A;B;C,Fear;Fun;Sadness
arousal,midpoint_as_low,P018_S001,3,3,0,3,0,False,True,False,1,1,3,,A;B;C,Fear;Fun;Sadness
arousal,midpoint_as_low,P021_S001,3,3,0,3,0,False,True,False,1,1,3,,A;B;C,Fear;Fun;Sadness
arousal,midpoint_as_low,P022_S001,3,3,0,1,2,True,False,False,1,1,3,,A;B;C,Fear;Fun;Sadness
arousal,midpoint_as_low,P023_S001,3,3,0,3,0,False,True,False,1,1,3,,A;B;C,Fear;Fun;Sadness
arousal,midpoint_as_low,P024_S001,3,3,0,1,2,True,False,False,1,1,3,,A;B;C,Fear;Fun;Sadness
arousal,midpoint_as_low,P025_S001,3,3,0,1,2,True,False,False,1,1,3,,A;B;C,Fear;Fun;Sadness
arousal,midpoint_as_low,P026_S001,3,3,0,2,1,True,False,False,1,1,3,,A;B;C,Fear;Fun;Sadness
arousal,midpoint_as_low,P027_S001,3,3,0,0,3,False,True,False,1,1,3,,A;B;C,Fear;Fun;Sadness
arousal,midpoint_as_low,P028_S001,3,3,0,2,1,True,False,False,1,1,3,,A;B;C,Fear;Fun;Sadness
arousal,midpoint_as_high,P001_S001,3,3,0,1,2,True,False,False,1,1,3,,A;B;C,Fear;Fun;Sadness
arousal,midpoint_as_high,P001_S002,3,3,0,2,1,True,False,False,1,1,3,,A;B;C,Fear;Fun;Sadness
arousal,midpoint_as_high,P002_S001,3,3,0,0,3,False,True,False,1,1,3,,A;B;C,Fear;Fun;Sadness
arousal,midpoint_as_high,P002_S002,3,3,0,0,3,False,True,False,1,1,3,,A;B;C,Fear;Fun;Sadness
arousal,midpoint_as_high,P003_S001,3,3,0,2,1,True,False,False,1,1,3,,A;B;C,Fear;Fun;Sadness
arousal,midpoint_as_high,P004_S001,3,3,0,1,2,True,False,False,1,1,3,,A;B;C,Fear;Fun;Sadness
arousal,midpoint_as_high,P005_S001,3,3,0,1,2,True,False,False,1,1,3,,A;B;C,Fear;Fun;Sadness
arousal,midpoint_as_high,P006_S001,3,3,0,2,1,True,False,False,1,1,3,,A;B;C,Fear;Fun;Sadness
arousal,midpoint_as_high,P007_S001,3,3,0,1,2,True,False,False,1,1,3,,A;B;C,Fear;Fun;Sadness
arousal,midpoint_as_high,P007_S002,3,3,0,2,1,True,False,False,1,1,3,,A;B;C,Fear;Fun;Sadness
arousal,midpoint_as_high,P008_S001,3,3,0,0,3,False,True,False,1,1,3,,A;B;C,Fear;Fun;Sadness
arousal,midpoint_as_high,P009_S001,3,3,0,0,3,False,True,False,1,1,3,,A;B;C,Fear;Fun;Sadness
arousal,midpoint_as_high,P009_S002,3,3,0,1,2,True,False,False,1,1,3,,A;B;C,Fear;Fun;Sadness
arousal,midpoint_as_high,P010_S001,3,3,0,0,3,False,True,False,1,1,3,,A;B;C,Fear;Fun;Sadness
arousal,midpoint_as_high,P011_S001,3,3,0,1,2,True,False,False,1,1,3,,A;B;C,Fear;Fun;Sadness
arousal,midpoint_as_high,P011_S002,3,3,0,0,3,False,True,False,1,1,3,,A;B;C,Fear;Fun;Sadness
arousal,midpoint_as_high,P013_S001,3,3,0,0,3,False,True,False,1,1,3,,A;B;C,Fear;Fun;Sadness
arousal,midpoint_as_high,P014_S001,3,3,0,1,2,True,False,False,1,1,3,,A;B;C,Fear;Fun;Sadness
arousal,midpoint_as_high,P016_S001,3,3,0,1,2,True,False,False,1,1,3,,A;B;C,Fear;Fun;Sadness
arousal,midpoint_as_high,P017_S001,3,3,0,3,0,False,True,False,1,1,3,,A;B;C,Fear;Fun;Sadness
arousal,midpoint_as_high,P017_S002,3,3,0,3,0,False,True,False,1,1,3,,A;B;C,Fear;Fun;Sadness
arousal,midpoint_as_high,P018_S001,3,3,0,2,1,True,False,False,1,1,3,,A;B;C,Fear;Fun;Sadness
arousal,midpoint_as_high,P021_S001,3,3,0,3,0,False,True,False,1,1,3,,A;B;C,Fear;Fun;Sadness
arousal,midpoint_as_high,P022_S001,3,3,0,0,3,False,True,False,1,1,3,,A;B;C,Fear;Fun;Sadness
arousal,midpoint_as_high,P023_S001,3,3,0,3,0,False,True,False,1,1,3,,A;B;C,Fear;Fun;Sadness
arousal,midpoint_as_high,P024_S001,3,3,0,0,3,False,True,False,1,1,3,,A;B;C,Fear;Fun;Sadness
arousal,midpoint_as_high,P025_S001,3,3,0,1,2,True,False,False,1,1,3,,A;B;C,Fear;Fun;Sadness
arousal,midpoint_as_high,P026_S001,3,3,0,1,2,True,False,False,1,1,3,,A;B;C,Fear;Fun;Sadness
arousal,midpoint_as_high,P027_S001,3,3,0,0,3,False,True,False,1,1,3,,A;B;C,Fear;Fun;Sadness
arousal,midpoint_as_high,P028_S001,3,3,0,1,2,True,False,False,1,1,3,,A;B;C,Fear;Fun;Sadness
