relative_path,filename,extension,size_bytes,archive_expected_size_bytes,size_match,is_file,is_directory,is_symlink,zero_byte,category,notes
DEJA-VU/raw/sub-P005/ses-S001/eeg/sub-P005_ses-S001_task-Default_run-001_eeg.xdf,sub-P005_ses-S001_task-Default_run-001_eeg.xdf,.xdf,58880564,58880564,True,True,False,False,False,raw_xdf,
DEJA-VU/raw/sub-P006/ses-S001/eeg/sub-P006_ses-S001_task-Default_run-001_eeg.xdf,sub-P006_ses-S001_task-Default_run-001_eeg.xdf,.xdf,59226602,59226602,True,True,False,False,False,raw_xdf,
DEJA-VU/raw/sub-P007/ses-S001/eeg/sub-P007_ses-S001_task-Default_run-001_eeg.xdf,sub-P007_ses-S001_task-Default_run-001_eeg.xdf,.xdf,60001363,60001363,True,True,False,False,False,raw_xdf,
DEJA-VU/raw/sub-P007/ses-S002/eeg/sub-P007_ses-S002_task-Default_run-001_eeg.xdf,sub-P007_ses-S002_task-Default_run-001_eeg.xdf,.xdf,58637587,58637587,True,True,False,False,False,raw_xdf,
DEJA-VU/raw/sub-P008/ses-S001/eeg/sub-P008_ses-S001_task-Default_run-001_eeg.xdf,sub-P008_ses-S001_task-Default_run-001_eeg.xdf,.xdf,61463676,61463676,True,True,False,False,False,raw_xdf,
DEJA-VU/raw/sub-P009/ses-S001/eeg/sub-P009_ses-S001_task-Default_run-001_eeg.xdf,sub-P009_ses-S001_task-Default_run-001_eeg.xdf,.xdf,60464635,60464635,True,True,False,False,False,raw_xdf,
DEJA-VU/raw/sub-P009/ses-S002/eeg/sub-P009_ses-S002_task-Default_run-001_eeg.xdf,sub-P009_ses-S002_task-Default_run-001_eeg.xdf,.xdf,57565276,57565276,True,True,False,False,False,raw_xdf,
DEJA-VU/raw/sub-P010/ses-S001/eeg/sub-P010_ses-S001_task-Default_run-001_eeg.xdf,sub-P010_ses-S001_task-Default_run-001_eeg.xdf,.xdf,58734797,58734797,True,True,False,False,False,raw_xdf,
DEJA-VU/raw/sub-P011/ses-S001/eeg/sub-P011_ses-S001_task-Default_run-001_eeg.xdf,sub-P011_ses-S001_task-Default_run-001_eeg.xdf,.xdf,64208586,64208586,True,True,False,False,False,raw_xdf,
DEJA-VU/raw/sub-P011/ses-S002/eeg/sub-P011_ses-S002_task-Default_run-001_eeg.xdf,sub-P011_ses-S002_task-Default_run-001_eeg.xdf,.xdf,58297621,58297621,True,True,False,False,False,raw_xdf,
DEJA-VU/raw/sub-P012/ses-S001/eeg/sub-P012_ses-S001_task-Default_run-001_eeg.xdf,sub-P012_ses-S001_task-Default_run-001_eeg.xdf,.xdf,58078183,58078183,True,True,False,False,False,raw_xdf,
DEJA-VU/raw/sub-P013/ses-S001/eeg/sub-P013_ses-S001_task-Default_run-001_eeg.xdf,sub-P013_ses-S001_task-Default_run-001_eeg.xdf,.xdf,59569838,59569838,True,True,False,False,False,raw_xdf,
DEJA-VU/raw/sub-P014/ses-S001/eeg/sub-P014_ses-S001_task-Default_run-001_eeg.xdf,sub-P014_ses-S001_task-Default_run-001_eeg.xdf,.xdf,59640127,59640127,True,True,False,False,False,raw_xdf,
DEJA-VU/raw/sub-P015/ses-S001/eeg/sub-P015_ses-S001_task-Default_run-001_eeg.xdf,sub-P015_ses-S001_task-Default_run-001_eeg.xdf,.xdf,56374848,56374848,True,True,False,False,False,raw_xdf,
DEJA-VU/raw/sub-P016/ses-S001/eeg/sub-P016_ses-S001_task-Default_run-001_eeg.xdf,sub-P016_ses-S001_task-Default_run-001_eeg.xdf,.xdf,57614212,57614212,True,True,False,False,False,raw_xdf,
DEJA-VU/raw/sub-P017/ses-S001/eeg/sub-P017_ses-S001_task-Default_run-001_eeg.xdf,sub-P017_ses-S001_task-Default_run-001_eeg.xdf,.xdf,55228582,55228582,True,True,False,False,False,raw_xdf,
DEJA-VU/raw/sub-P017/ses-S002/eeg/sub-P666_ses-S001_task-Default_run-001_eeg.xdf,sub-P666_ses-S001_task-Default_run-001_eeg.xdf,.xdf,59461759,59461759,True,True,False,False,False,raw_xdf,
DEJA-VU/raw/sub-P018/ses-S001/eeg/sub-P018_ses-S001_task-Default_run-001_eeg.xdf,sub-P018_ses-S001_task-Default_run-001_eeg.xdf,.xdf,61245375,61245375,True,True,False,False,False,raw_xdf,
DEJA-VU/raw/sub-P019/ses-S001/eeg/sub-P019_ses-S001_task-Default_run-001_eeg.xdf,sub-P019_ses-S001_task-Default_run-001_eeg.xdf,.xdf,43593093,43593093,True,True,False,False,False,raw_xdf,
DEJA-VU/raw/sub-P020/ses-S001/eeg/sub-P020_ses-S001_task-Default_run-001_eeg.xdf,sub-P020_ses-S001_task-Default_run-001_eeg.xdf,.xdf,61175975,61175975,True,True,False,False,False,raw_xdf,
DEJA-VU/raw/sub-P021/ses-S001/eeg/sub-P021_ses-S001_task-Default_run-001_eeg.xdf,sub-P021_ses-S001_task-Default_run-001_eeg.xdf,.xdf,58425967,58425967,True,True,False,False,False,raw_xdf,
DEJA-VU/raw/sub-P022/ses-S001/eeg/sub-P022_ses-S001_task-Default_run-001_eeg.xdf,sub-P022_ses-S001_task-Default_run-001_eeg.xdf,.xdf,60122907,60122907,True,True,False,False,False,raw_xdf,
DEJA-VU/raw/sub-P023/ses-S001/eeg/sub-P023_ses-S001_task-Default_run-001_eeg.xdf,sub-P023_ses-S001_task-Default_run-001_eeg.xdf,.xdf,60600032,60600032,True,True,False,False,False,raw_xdf,
DEJA-VU/raw/sub-P024/ses-S001/eeg/sub-P024_ses-S001_task-Default_run-001_eeg.xdf,sub-P024_ses-S001_task-Default_run-001_eeg.xdf,.xdf,58125703,58125703,True,True,False,False,False,raw_xdf,
DEJA-VU/raw/sub-P025/ses-S001/eeg/sub-P025_ses-S001_task-Default_run-001_eeg.xdf,sub-P025_ses-S001_task-Default_run-001_eeg.xdf,.xdf,54837799,54837799,True,True,False,False,False,raw_xdf,
DEJA-VU/raw/sub-P026/ses-S001/eeg/sub-P026_ses-S001_task-Default_run-001_eeg.xdf,sub-P026_ses-S001_task-Default_run-001_eeg.xdf,.xdf,55313025,55313025,True,True,False,False,False,raw_xdf,
DEJA-VU/raw/sub-P027/ses-S001/eeg/sub-P027_ses-S001_task-Default_run-001_eeg.xdf,sub-P027_ses-S001_task-Default_run-001_eeg.xdf,.xdf,58935256,58935256,True,True,False,False,False,raw_xdf,
DEJA-VU/raw/sub-P028/ses-S001/eeg/sub-P028_ses-S001_task-Default_run-001_eeg.xdf,sub-P028_ses-S001_task-Default_run-001_eeg.xdf,.xdf,59172566,59172566,True,True,False,False,False,raw_xdf,
DEJA-VU/segments/sub-P001/S001_neutral_baseline.h5,S001_neutral_baseline.h5,.h5,8040123,8040123,True,True,False,False,False,segment_file,
DEJA-VU/segments/sub-P001/S001_quadrant_A_pos4.h5,S001_quadrant_A_pos4.h5,.h5,5717748,5717748,True,True,False,False,False,segment_file,
DEJA-VU/segments/sub-P001/S001_quadrant_B_pos3.h5,S001_quadrant_B_pos3.h5,.h5,9430742,9430742,True,True,False,False,False,segment_file,
DEJA-VU/segments/sub-P001/S001_quadrant_C_pos2.h5,S001_quadrant_C_pos2.h5,.h5,7921013,7921013,True,True,False,False,False,segment_file,
DEJA-VU/segments/sub-P001/S001_transition_B_to_A_period.h5,S001_transition_B_to_A_period.h5,.h5,5767168,5862657,False,True,False,False,False,segment_file,"TRUNCATED - unar decoder failure, see decision_log.md"
DEJA-VU/segments/sub-P001/S001_transition_C_to_B_period.h5,S001_transition_C_to_B_period.h5,.h5,5767168,5851428,False,True,False,False,False,segment_file,"TRUNCATED - unar decoder failure, see decision_log.md"
DEJA-VU/segments/sub-P001/S001_transition_D_to_C_period.h5,S001_transition_D_to_C_period.h5,.h5,5854086,5854086,True,True,False,False,False,segment_file,
DEJA-VU/segments/sub-P001/S002_neutral_baseline.h5,S002_neutral_baseline.h5,.h5,8075775,8075775,True,True,False,False,False,segment_file,
DEJA-VU/segments/sub-P001/S002_quadrant_A_pos4.h5,S002_quadrant_A_pos4.h5,.h5,6439263,6439263,True,True,False,False,False,segment_file,
DEJA-VU/segments/sub-P001/S002_quadrant_B_pos2.h5,S002_quadrant_B_pos2.h5,.h5,4470692,4470692,True,True,False,False,False,segment_file,
DEJA-VU/segments/sub-P001/S002_quadrant_C_pos3.h5,S002_quadrant_C_pos3.h5,.h5,5607470,5607470,True,True,False,False,False,segment_file,
DEJA-VU/segments/sub-P001/S002_transition_B_to_C_period.h5,S002_transition_B_to_C_period.h5,.h5,5873489,5873489,True,True,False,False,False,segment_file,
DEJA-VU/segments/sub-P001/S002_transition_C_to_A_period.h5,S002_transition_C_to_A_period.h5,.h5,5869730,5869730,True,True,False,False,False,segment_file,
DEJA-VU/segments/sub-P001/S002_transition_D_to_B_period.h5,S002_transition_D_to_B_period.h5,.h5,5869325,5869325,True,True,False,False,False,segment_file,
DEJA-VU/segments/sub-P002/S001_neutral_baseline.h5,S001_neutral_baseline.h5,.h5,7967667,7967667,True,True,False,False,False,segment_file,
DEJA-VU/segments/sub-P002/S001_quadrant_A_pos3.h5,S001_quadrant_A_pos3.h5,.h5,6964124,6964124,True,True,False,False,False,segment_file,
DEJA-VU/segments/sub-P002/S001_quadrant_B_pos2.h5,S001_quadrant_B_pos2.h5,.h5,7340032,7507408,False,True,False,False,False,segment_file,"TRUNCATED - unar decoder failure, see decision_log.md"
DEJA-VU/segments/sub-P002/S001_quadrant_C_pos4.h5,S001_quadrant_C_pos4.h5,.h5,6270530,6270530,True,True,False,False,False,segment_file,
DEJA-VU/segments/sub-P002/S001_transition_A_to_C_period.h5,S001_transition_A_to_C_period.h5,.h5,5843809,5843809,True,True,False,False,False,segment_file,
DEJA-VU/segments/sub-P002/S001_transition_B_to_A_period.h5,S001_transition_B_to_A_period.h5,.h5,5838240,5838240,True,True,False,False,False,segment_file,
DEJA-VU/segments/sub-P002/S001_transition_D_to_B_period.h5,S001_transition_D_to_B_period.h5,.h5,5827630,5827630,True,True,False,False,False,segment_file,
DEJA-VU/segments/sub-P002/S002_neutral_baseline.h5,S002_neutral_baseline.h5,.h5,8105110,8105110,True,True,False,False,False,segment_file,
DEJA-VU/segments/sub-P002/S002_quadrant_A_pos2.h5,S002_quadrant_A_pos2.h5,.h5,7573777,7573777,True,True,False,False,False,segment_file,
DEJA-VU/segments/sub-P002/S002_quadrant_B_pos3.h5,S002_quadrant_B_pos3.h5,.h5,9500488,9500488,True,True,False,False,False,segment_file,
DEJA-VU/segments/sub-P002/S002_quadrant_C_pos4.h5,S002_quadrant_C_pos4.h5,.h5,8791563,8791563,True,True,False,False,False,segment_file,
DEJA-VU/segments/sub-P002/S002_transition_A_to_B_period.h5,S002_transition_A_to_B_period.h5,.h5,5505024,5902238,False,True,False,False,False,segment_file,"TRUNCATED - unar decoder failure, see decision_log.md"
DEJA-VU/segments/sub-P002/S002_transition_B_to_C_period.h5,S002_transition_B_to_C_period.h5,.h5,5899923,5899923,True,True,False,False,False,segment_file,
DEJA-VU/segments/sub-P002/S002_transition_D_to_A_period.h5,S002_transition_D_to_A_period.h5,.h5,5888338,5888338,True,True,False,False,False,segment_file,
DEJA-VU/segments/sub-P003/S001_neutral_baseline.h5,S001_neutral_baseline.h5,.h5,7968210,7968210,True,True,False,False,False,segment_file,
DEJA-VU/segments/sub-P003/S001_quadrant_A_pos2.h5,S001_quadrant_A_pos2.h5,.h5,7584217,7584217,True,True,False,False,False,segment_file,
DEJA-VU/segments/sub-P003/S001_quadrant_B_pos4.h5,S001_quadrant_B_pos4.h5,.h5,7077888,7211006,False,True,False,False,False,segment_file,"TRUNCATED - unar decoder failure, see decision_log.md"
DEJA-VU/segments/sub-P003/S001_quadrant_C_pos3.h5,S001_quadrant_C_pos3.h5,.h5,8659396,8659396,True,True,False,False,False,segment_file,
DEJA-VU/segments/sub-P003/S001_transition_A_to_C_period.h5,S001_transition_A_to_C_period.h5,.h5,5831048,5831048,True,True,False,False,False,segment_file,
DEJA-VU/segments/sub-P003/S001_transition_C_to_B_period.h5,S001_transition_C_to_B_period.h5,.h5,5826758,5826758,True,True,False,False,False,segment_file,
DEJA-VU/segments/sub-P003/S001_transition_D_to_A_period.h5,S001_transition_D_to_A_period.h5,.h5,5814344,5814344,True,True,False,False,False,segment_file,
DEJA-VU/segments/sub-P004/S001_neutral_baseline.h5,S001_neutral_baseline.h5,.h5,8340386,8340386,True,True,False,False,False,segment_file,
DEJA-VU/segments/sub-P004/S001_quadrant_A_pos3.h5,S001_quadrant_A_pos3.h5,.h5,7240402,7240402,True,True,False,False,False,segment_file,
DEJA-VU/segments/sub-P004/S001_quadrant_B_pos2.h5,S001_quadrant_B_pos2.h5,.h5,9784003,9784003,True,True,False,False,False,segment_file,
DEJA-VU/segments/sub-P004/S001_quadrant_C_pos4.h5,S001_quadrant_C_pos4.h5,.h5,8126464,8208859,False,True,False,False,False,segment_file,"TRUNCATED - unar decoder failure, see decision_log.md"
DEJA-VU/segments/sub-P004/S001_transition_A_to_C_period.h5,S001_transition_A_to_C_period.h5,.h5,6074636,6074636,True,True,False,False,False,segment_file,
DEJA-VU/segments/sub-P004/S001_transition_B_to_A_period.h5,S001_transition_B_to_A_period.h5,.h5,6074531,6074531,True,True,False,False,False,segment_file,
DEJA-VU/segments/sub-P004/S001_transition_D_to_B_period.h5,S001_transition_D_to_B_period.h5,.h5,6070103,6070103,True,True,False,False,False,segment_file,
DEJA-VU/segments/sub-P005/S001_neutral_baseline.h5,S001_neutral_baseline.h5,.h5,8082711,8082711,True,True,False,False,False,segment_file,
DEJA-VU/segments/sub-P005/S001_quadrant_A_pos2.h5,S001_quadrant_A_pos2.h5,.h5,5753583,5753583,True,True,False,False,False,segment_file,
DEJA-VU/segments/sub-P005/S001_quadrant_B_pos4.h5,S001_quadrant_B_pos4.h5,.h5,9697278,9697278,True,True,False,False,False,segment_file,
DEJA-VU/segments/sub-P005/S001_quadrant_C_pos3.h5,S001_quadrant_C_pos3.h5,.h5,7982557,7982557,True,True,False,False,False,segment_file,
DEJA-VU/segments/sub-P005/S001_transition_A_to_C_period.h5,S001_transition_A_to_C_period.h5,.h5,5896792,5896792,True,True,False,False,False,segment_file,
DEJA-VU/segments/sub-P005/S001_transition_C_to_B_period.h5,S001_transition_C_to_B_period.h5,.h5,5900437,5900437,True,True,False,False,False,segment_file,
DEJA-VU/segments/sub-P005/S001_transition_D_to_A_period.h5,S001_transition_D_to_A_period.h5,.h5,5879077,5879077,True,True,False,False,False,segment_file,
DEJA-VU/segments/sub-P006/S001_neutral_baseline.h5,S001_neutral_baseline.h5,.h5,8064227,8064227,True,True,False,False,False,segment_file,
DEJA-VU/segments/sub-P006/S001_quadrant_A_pos2.h5,S001_quadrant_A_pos2.h5,.h5,7646950,7646950,True,True,False,False,False,segment_file,
DEJA-VU/segments/sub-P006/S001_quadrant_B_pos4.h5,S001_quadrant_B_pos4.h5,.h5,7077888,7256217,False,True,False,False,False,segment_file,"TRUNCATED - unar decoder failure, see decision_log.md"
DEJA-VU/segments/sub-P006/S001_quadrant_C_pos3.h5,S001_quadrant_C_pos3.h5,.h5,7945676,7945676,True,True,False,False,False,segment_file,
DEJA-VU/segments/sub-P006/S001_transition_A_to_C_period.h5,S001_transition_A_to_C_period.h5,.h5,5767168,5872827,False,True,False,False,False,segment_file,"TRUNCATED - unar decoder failure, see decision_log.md"
DEJA-VU/segments/sub-P006/S001_transition_C_to_B_period.h5,S001_transition_C_to_B_period.h5,.h5,5767168,5868710,False,True,False,False,False,segment_file,"TRUNCATED - unar decoder failure, see decision_log.md"
DEJA-VU/segments/sub-P006/S001_transition_D_to_A_period.h5,S001_transition_D_to_A_period.h5,.h5,5871582,5871582,True,True,False,False,False,segment_file,
DEJA-VU/segments/sub-P007/S001_neutral_baseline.h5,S001_neutral_baseline.h5,.h5,8030869,8030869,True,True,False,False,False,segment_file,
DEJA-VU/segments/sub-P007/S001_quadrant_A_pos4.h5,S001_quadrant_A_pos4.h5,.h5,7536636,7536636,True,True,False,False,False,segment_file,
DEJA-VU/segments/sub-P007/S001_quadrant_B_pos2.h5,S001_quadrant_B_pos2.h5,.h5,7543139,7543139,True,True,False,False,False,segment_file,
DEJA-VU/segments/sub-P007/S001_quadrant_C_pos3.h5,S001_quadrant_C_pos3.h5,.h5,8711972,8711972,True,True,False,False,False,segment_file,
DEJA-VU/segments/sub-P007/S001_transition_B_to_C_period.h5,S001_transition_B_to_C_period.h5,.h5,5869564,5869564,True,True,False,False,False,segment_file,
DEJA-VU/segments/sub-P007/S001_transition_C_to_A_period.h5,S001_transition_C_to_A_period.h5,.h5,5868059,5868059,True,True,False,False,False,segment_file,
DEJA-VU/segments/sub-P007/S001_transition_D_to_B_period.h5,S001_transition_D_to_B_period.h5,.h5,5854624,5854624,True,True,False,False,False,segment_file,
DEJA-VU/segments/sub-P007/S002_neutral_baseline.h5,S002_neutral_baseline.h5,.h5,8135548,8135548,True,True,False,False,False,segment_file,
DEJA-VU/segments/sub-P007/S002_quadrant_A_pos2.h5,S002_quadrant_A_pos2.h5,.h5,7097850,7097850,True,True,False,False,False,segment_file,
DEJA-VU/segments/sub-P007/S002_quadrant_B_pos3.h5,S002_quadrant_B_pos3.h5,.h5,9813129,9813129,True,True,False,False,False,segment_file,
DEJA-VU/segments/sub-P007/S002_quadrant_C_pos4.h5,S002_quadrant_C_pos4.h5,.h5,6444736,6444736,True,True,False,False,False,segment_file,
DEJA-VU/segments/sub-P007/S002_transition_A_to_B_period.h5,S002_transition_A_to_B_period.h5,.h5,5976464,5976464,True,True,False,False,False,segment_file,
DEJA-VU/segments/sub-P007/S002_transition_B_to_C_period.h5,S002_transition_B_to_C_period.h5,.h5,5976079,5976079,True,True,False,False,False,segment_file,
DEJA-VU/segments/sub-P007/S002_transition_D_to_A_period.h5,S002_transition_D_to_A_period.h5,.h5,5945064,5945064,True,True,False,False,False,segment_file,
DEJA-VU/segments/sub-P008/S001_neutral_baseline.h5,S001_neutral_baseline.h5,.h5,7975455,7975455,True,True,False,False,False,segment_file,
DEJA-VU/segments/sub-P008/S001_quadrant_A_pos4.h5,S001_quadrant_A_pos4.h5,.h5,7538585,7538585,True,True,False,False,False,segment_file,
DEJA-VU/segments/sub-P008/S001_quadrant_B_pos3.h5,S001_quadrant_B_pos3.h5,.h5,7238636,7238636,True,True,False,False,False,segment_file,
DEJA-VU/segments/sub-P008/S001_quadrant_C_pos2.h5,S001_quadrant_C_pos2.h5,.h5,8650752,8678282,False,True,False,False,False,segment_file,"TRUNCATED - unar decoder failure, see decision_log.md"
DEJA-VU/segments/sub-P008/S001_transition_B_to_A_period.h5,S001_transition_B_to_A_period.h5,.h5,5856390,5856390,True,True,False,False,False,segment_file,
DEJA-VU/segments/sub-P008/S001_transition_C_to_B_period.h5,S001_transition_C_to_B_period.h5,.h5,5856567,5856567,True,True,False,False,False,segment_file,
DEJA-VU/segments/sub-P008/S001_transition_D_to_C_period.h5,S001_transition_D_to_C_period.h5,.h5,5835482,5835482,True,True,False,False,False,segment_file,
DEJA-VU/segments/sub-P009/S001_neutral_baseline.h5,S001_neutral_baseline.h5,.h5,7864320,8027903,False,True,False,False,False,segment_file,"TRUNCATED - unar decoder failure, see decision_log.md"
DEJA-VU/segments/sub-P009/S001_quadrant_A_pos4.h5,S001_quadrant_A_pos4.h5,.h5,7602176,7633578,False,True,False,False,False,segment_file,"TRUNCATED - unar decoder failure, see decision_log.md"
DEJA-VU/segments/sub-P009/S001_quadrant_B_pos3.h5,S001_quadrant_B_pos3.h5,.h5,7534941,7534941,True,True,False,False,False,segment_file,
DEJA-VU/segments/sub-P009/S001_quadrant_C_pos2.h5,S001_quadrant_C_pos2.h5,.h5,8689091,8689091,True,True,False,False,False,segment_file,
DEJA-VU/segments/sub-P009/S001_transition_B_to_A_period.h5,S001_transition_B_to_A_period.h5,.h5,5858654,5858654,True,True,False,False,False,segment_file,
DEJA-VU/segments/sub-P009/S001_transition_C_to_B_period.h5,S001_transition_C_to_B_period.h5,.h5,5868755,5868755,True,True,False,False,False,segment_file,
DEJA-VU/segments/sub-P009/S001_transition_D_to_C_period.h5,S001_transition_D_to_C_period.h5,.h5,5842610,5842610,True,True,False,False,False,segment_file,
DEJA-VU/segments/sub-P009/S002_neutral_baseline.h5,S002_neutral_baseline.h5,.h5,8331817,8331817,True,True,False,False,False,segment_file,
DEJA-VU/segments/sub-P009/S002_quadrant_A_pos4.h5,S002_quadrant_A_pos4.h5,.h5,7221200,7221200,True,True,False,False,False,segment_file,
DEJA-VU/segments/sub-P009/S002_quadrant_B_pos2.h5,S002_quadrant_B_pos2.h5,.h5,9940913,9940913,True,True,False,False,False,segment_file,
