dataset,participant_id,session_id,chronological_position,video_order,presentation_id,video_name,video_id,content_id,source,canonical_quadrant,emotion_name,stimulus_duration_sec,timeline_start_sec,timeline_end_sec,timeline_duration_sec,timeline_end_is_fallback,segment_file,segment_available,segment_valid,segment_type,is_baseline,is_emotional_stimulus,valence_rating,arousal_rating,dominance_rating,valence_rating_count,arousal_rating_count,rating_policy_status,eeg_available,emg_available,ecg_available,gsr_available,raw_xdf_file,preprocessed_hdf5_file,participant_session_key,source_database_rows,identity_conflict_flag,notes,raw_emg_unit_id,raw_emg_unit_type,raw_emg_boundary_covered,raw_emg_observed_samples,raw_emg_expected_samples,raw_emg_sample_coverage_ratio,raw_emg_max_gap_sec,raw_emg_gap_ok,emg_ch1_finite_fraction,emg_ch2_finite_fraction,emg_ch1_exact_flatline,emg_ch2_exact_flatline,emg_ch1_low_variability_warning,emg_ch2_low_variability_warning,emg_ch1_std,emg_ch2_std,emg_ch1_robust_range,emg_ch2_robust_range,raw_emg_two_channel_eligible,raw_emg_one_channel_eligible,raw_emg_eligibility_reason
DEJA-VU,P002,S001,3,10,P002_S001_p3,Mr. Bean,mr._bean,emostim_mr._bean,EmoStim,A,Fun,159.0,654.0,813.0,159.0,False,S001_quadrant_A_pos3.h5,True,True,quadrant,False,True,9.0,9.0,9.0,2,2,"before=1,after=1",True,True,True,True,sub-P002_ses-S001_task-Default_run-001_eeg.xdf,clean_P002_S001.h5,P002_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,,P002_S001_p3,presentation,True,81288,81408,0.9985259433962265,0.0019560125656425953,True,1.0,1.0,False,False,False,False,0.17209176949097535,0.14316098671861593,0.8834962195158005,0.7981079864501943,True,True,PASS
DEJA-VU,P002,S001,4,14,P002_S001_p4,Dangerous Minds,dangerous_minds,"emostim,_filmstim_dangerous_minds","EmoStim, FilmStim",C,Sadness,143.0,946.0,1089.0,143.0,False,S001_quadrant_C_pos4.h5,True,True,quadrant,False,True,5.0,9.0,9.0,2,2,"before=1,after=1",True,True,True,True,sub-P002_ses-S001_task-Default_run-001_eeg.xdf,clean_P002_S001.h5,P002_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,,P002_S001_p4,presentation,True,73108,73216,0.9985249125874126,0.0019560125656425953,True,1.0,1.0,False,False,False,False,0.06893158368487673,0.12047477188523167,0.3246658873558044,0.7222210693359372,True,True,PASS
DEJA-VU,P002,S002,1,2,P002_S002_p1,Clouds,clouds,self-made_clouds,self-made,D,Calm,184.0,32.0,216.0,184.0,False,S002_neutral_baseline.h5,True,True,neutral_baseline,True,False,5.0,3.0,3.0,2,2,"before=1,after=1",True,True,True,True,sub-P002_ses-S002_task-Default_run-001_eeg.xdf,clean_P002_S002.h5,P002_S002,journey:1;videos:1;video_mappings:1;ratings:2,False,,P002_S002_p1,presentation,True,94204,94208,0.9999575407608695,0.001953190061612986,True,1.0,1.0,False,False,False,False,0.018369863635841435,0.1652991823700886,0.09782024253159761,0.7225839948654178,True,True,PASS
DEJA-VU,P002,S002,2,6,P002_S002_p2,When Harry met Sally,when_harry_met_sally,filmstim_when_harry_met_sally,FilmStim,A,Fun,172.0,349.0,521.0,172.0,False,S002_quadrant_A_pos2.h5,True,True,quadrant,False,True,9.0,7.0,7.0,2,2,"before=1,after=1",True,True,True,True,sub-P002_ses-S002_task-Default_run-001_eeg.xdf,clean_P002_S002.h5,P002_S002,journey:1;videos:1;video_mappings:1;ratings:2,False,,P002_S002_p2,presentation,True,88061,88064,0.9999659338662791,0.001953190061612986,True,1.0,1.0,False,False,False,False,0.4118527139662247,0.14135520377079552,2.4073623113334177,0.6938725471496587,True,True,PASS
DEJA-VU,P002,S002,3,10,P002_S002_p3,Scream,scream,filmstim_scream,FilmStim,B,Fear,216.0,654.0,870.0,216.0,False,S002_quadrant_B_pos3.h5,True,True,quadrant,False,True,8.0,8.0,9.0,2,2,"before=1,after=1",True,True,True,True,sub-P002_ses-S002_task-Default_run-001_eeg.xdf,clean_P002_S002.h5,P002_S002,journey:1;videos:1;video_mappings:1;ratings:2,False,,P002_S002_p3,presentation,True,110588,110592,0.9999638310185185,0.001953190061612986,True,1.0,1.0,False,False,False,False,0.2578642783104619,0.10589588733003873,1.6589332903921603,0.5839604187011718,True,True,PASS
DEJA-VU,P002,S002,4,14,P002_S002_p4,My girl,my_girl,emostim_my_girl,EmoStim,C,Sadness,199.0,1003.0,1202.0,199.0,False,S002_quadrant_C_pos4.h5,True,True,quadrant,False,True,3.0,5.0,5.0,2,2,"before=1,after=1",True,True,True,True,sub-P002_ses-S002_task-Default_run-001_eeg.xdf,clean_P002_S002.h5,P002_S002,journey:1;videos:1;video_mappings:1;ratings:2,False,,P002_S002_p4,presentation,True,101885,101888,0.9999705559045227,0.001953190061612986,True,1.0,1.0,False,False,False,False,0.05478087357175433,0.10520914236237482,0.21271071955561638,0.536290550231934,True,True,PASS
DEJA-VU,P003,S001,1,2,P003_S001_p1,Clouds,clouds,self-made_clouds,self-made,D,Calm,184.0,32.0,216.0,184.0,False,S001_neutral_baseline.h5,True,True,neutral_baseline,True,False,5.0,2.0,5.0,2,2,"before=1,after=1",True,True,True,True,sub-P003_ses-S001_task-Default_run-001_eeg.xdf,clean_P003_S001.h5,P003_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,,P003_S001_p1,presentation,True,94090,94208,0.9987474524456522,0.0019555853214114904,True,1.0,1.0,False,False,False,False,0.09193745472734884,0.16572290673013582,0.35780074834823594,0.622147426605224,True,True,PASS
DEJA-VU,P003,S001,2,6,P003_S001_p2,There is something about Mary,there_is_something_about_mary,filmstim_there_is_something_about_mary,FilmStim,A,Fun,174.0,349.0,523.0,174.0,False,S001_quadrant_A_pos2.h5,True,True,quadrant,False,True,6.0,3.0,6.0,2,2,"before=1,after=1",True,True,True,True,sub-P003_ses-S001_task-Default_run-001_eeg.xdf,clean_P003_S001.h5,P003_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,,P003_S001_p2,presentation,True,88976,89088,0.998742816091954,0.0019555853214114904,True,1.0,1.0,False,False,False,False,0.20101645324685125,0.2464660472393295,0.8568168878555298,0.944732666015625,True,True,PASS
DEJA-VU,P003,S001,3,10,P003_S001_p3,My girl,my_girl,emostim_my_girl,EmoStim,C,Sadness,199.0,656.0,855.0,199.0,False,S001_quadrant_C_pos3.h5,True,True,quadrant,False,True,5.0,3.0,4.0,2,2,"before=1,after=1",True,True,True,True,sub-P003_ses-S001_task-Default_run-001_eeg.xdf,clean_P003_S001.h5,P003_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,,P003_S001_p3,presentation,True,101760,101888,0.9987437185929648,0.0019555853214114904,True,1.0,1.0,False,False,False,False,0.06409590501755519,0.23338036525948416,0.2796154022216797,1.231342945098877,True,True,PASS
DEJA-VU,P003,S001,4,14,P003_S001_p4,The Shining,the_shining,emostim_the_shining,EmoStim,B,Fear,165.0,988.0,1153.0,165.0,False,S001_quadrant_B_pos4.h5,True,True,quadrant,False,True,2.0,6.0,3.0,2,2,"before=1,after=1",True,True,True,True,sub-P003_ses-S001_task-Default_run-001_eeg.xdf,clean_P003_S001.h5,P003_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,,P003_S001_p4,presentation,True,84374,84480,0.9987452651515152,0.0019555853214114904,True,1.0,1.0,False,False,False,False,0.14017642227579735,0.3134779873870001,0.5217889320850375,1.4981708908081046,True,True,PASS
DEJA-VU,P004,S001,1,2,P004_S001_p1,Clouds,clouds,self-made_clouds,self-made,D,Calm,184.0,32.0,216.0,184.0,False,S001_neutral_baseline.h5,True,True,neutral_baseline,True,False,8.0,7.0,3.0,2,2,"before=1,after=1",True,True,True,True,sub-P004_ses-S001_task-Default_run-001_eeg.xdf,clean_P004_S001.h5,P004_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,,P004_S001_p1,presentation,True,94073,94208,0.9985670006793478,0.0019559205902623944,True,1.0,1.0,False,False,False,False,0.16193939133466362,0.11302788106373629,1.0988199996948236,0.5179601383209227,True,True,PASS
DEJA-VU,P004,S001,2,6,P004_S001_p2,Scream,scream,filmstim_scream,FilmStim,B,Fear,216.0,349.0,565.0,216.0,False,S001_quadrant_B_pos2.h5,True,True,quadrant,False,True,3.0,5.0,7.0,2,2,"before=1,after=1",True,True,True,True,sub-P004_ses-S001_task-Default_run-001_eeg.xdf,clean_P004_S001.h5,P004_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,,P004_S001_p2,presentation,True,110434,110592,0.9985713252314815,0.0019559205902623944,True,1.0,1.0,False,False,False,False,0.08509271944524738,0.10996029878971579,0.41153494834899895,0.49787982463836666,True,True,PASS
DEJA-VU,P004,S001,3,10,P004_S001_p3,Mr. Bean,mr._bean,emostim_mr._bean,EmoStim,A,Fun,159.0,698.0,857.0,159.0,False,S001_quadrant_A_pos3.h5,True,True,quadrant,False,True,9.0,5.0,7.0,2,2,"before=1,after=1",True,True,True,True,sub-P004_ses-S001_task-Default_run-001_eeg.xdf,clean_P004_S001.h5,P004_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,,P004_S001_p3,presentation,True,81292,81408,0.9985750786163522,0.0019559205902623944,True,1.0,1.0,False,False,False,False,0.18357306647712932,0.13771529022434978,1.0977021980285642,0.6754015135765075,True,True,PASS
DEJA-VU,P004,S001,4,14,P004_S001_p4,The Champ,the_champ,filmstim_the_champ,FilmStim,C,Sadness,181.0,990.0,1171.0,181.0,False,S001_quadrant_C_pos4.h5,True,True,quadrant,False,True,1.0,3.0,7.0,2,2,"before=1,after=1",True,True,True,True,sub-P004_ses-S001_task-Default_run-001_eeg.xdf,clean_P004_S001.h5,P004_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,,P004_S001_p4,presentation,True,92539,92672,0.9985648308011049,0.0019559205902623944,True,1.0,1.0,False,False,False,False,0.19462054418993532,0.09802370962186523,1.005056972503663,0.6557428073883047,True,True,PASS
DEJA-VU,P005,S001,1,2,P005_S001_p1,Clouds,clouds,self-made_clouds,self-made,D,Calm,184.0,32.0,216.0,184.0,False,S001_neutral_baseline.h5,True,True,neutral_baseline,True,False,8.0,8.0,7.0,2,2,"before=1,after=1",True,True,True,True,sub-P005_ses-S001_task-Default_run-001_eeg.xdf,clean_P005_S001.h5,P005_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,,P005_S001_p1,presentation,True,94074,94208,0.9985776154891305,0.0019558992062229663,True,1.0,1.0,False,False,False,False,0.16639572584486587,0.18914253952663085,0.5410388803482054,0.657263994216919,True,True,PASS
DEJA-VU,P005,S001,2,6,P005_S001_p2,The Visitors,the_visitors,filmstim_the_visitors,FilmStim,A,Fun,130.0,349.0,479.0,130.0,False,S001_quadrant_A_pos2.h5,True,True,quadrant,False,True,8.0,7.0,8.0,2,2,"before=1,after=1",True,True,True,True,sub-P005_ses-S001_task-Default_run-001_eeg.xdf,clean_P005_S001.h5,P005_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,,P005_S001_p2,presentation,True,66465,66560,0.9985727163461539,0.0019558992062229663,True,1.0,1.0,False,False,False,False,0.17129051391269537,0.1463337864274988,0.6140934753417966,0.5372991561889648,True,True,PASS
DEJA-VU,P005,S001,3,10,P005_S001_p3,The Champ,the_champ,filmstim_the_champ,FilmStim,C,Sadness,181.0,612.0,793.0,181.0,False,S001_quadrant_C_pos3.h5,True,True,quadrant,False,True,5.0,3.0,3.0,2,2,"before=1,after=1",True,True,True,True,sub-P005_ses-S001_task-Default_run-001_eeg.xdf,clean_P005_S001.h5,P005_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,,P005_S001_p3,presentation,True,92540,92672,0.9985756215469613,0.0019558992062229663,True,1.0,1.0,False,False,False,False,0.0759081435148859,0.07498163901025383,0.3329615592956543,0.3649273967742914,True,True,PASS
DEJA-VU,P005,S001,4,14,P005_S001_p4,Misery,misery,filmstim_misery,FilmStim,B,Fear,220.0,926.0,1146.0,220.0,False,S001_quadrant_B_pos4.h5,True,True,quadrant,False,True,5.0,5.0,5.0,2,2,"before=1,after=1",True,True,True,True,sub-P005_ses-S001_task-Default_run-001_eeg.xdf,clean_P005_S001.h5,P005_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,,P005_S001_p4,presentation,True,112480,112640,0.9985795454545454,0.0019558992062229663,True,1.0,1.0,False,False,False,False,0.1079584593447494,0.08111213541816184,0.4909177827835087,0.39304153442382805,True,True,PASS
DEJA-VU,P006,S001,1,2,P006_S001_p1,Clouds,clouds,self-made_clouds,self-made,D,Calm,184.0,32.0,216.0,184.0,False,S001_neutral_baseline.h5,True,True,neutral_baseline,True,False,5.0,4.0,5.0,2,2,"before=1,after=1",True,True,True,True,sub-P006_ses-S001_task-Default_run-001_eeg.xdf,clean_P006_S001.h5,P006_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,,P006_S001_p1,presentation,True,94094,94208,0.9987899116847826,0.001955499639734626,True,1.0,1.0,False,False,False,False,0.04576996427366939,0.25318916767815697,0.2197098731994629,0.8219528865814212,True,True,PASS
DEJA-VU,P006,S001,2,6,P006_S001_p2,There is something about Mary,there_is_something_about_mary,filmstim_there_is_something_about_mary,FilmStim,A,Fun,174.0,349.0,523.0,174.0,False,S001_quadrant_A_pos2.h5,True,True,quadrant,False,True,6.0,3.0,5.0,2,2,"before=1,after=1",True,True,True,True,sub-P006_ses-S001_task-Default_run-001_eeg.xdf,clean_P006_S001.h5,P006_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,,P006_S001_p2,presentation,True,88980,89088,0.9987877155172413,0.001955499639734626,True,1.0,1.0,False,False,False,False,0.13560239218958037,0.11771673779062357,0.5828680610656747,0.5456063365936279,True,True,PASS
DEJA-VU,P006,S001,3,10,P006_S001_p3,The Champ,the_champ,filmstim_the_champ,FilmStim,C,Sadness,181.0,656.0,837.0,181.0,False,S001_quadrant_C_pos3.h5,True,True,quadrant,False,True,3.0,5.0,3.0,2,2,"before=1,after=1",True,True,True,True,sub-P006_ses-S001_task-Default_run-001_eeg.xdf,clean_P006_S001.h5,P006_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,,P006_S001_p3,presentation,True,92560,92672,0.9987914364640884,0.001955499639734626,True,1.0,1.0,False,False,False,False,0.21471909599667363,0.16753902955689104,0.6897716522216797,0.9956600785255434,True,True,PASS
DEJA-VU,P006,S001,4,14,P006_S001_p4,The Shining,the_shining,emostim_the_shining,EmoStim,B,Fear,165.0,970.0,1135.0,165.0,False,S001_quadrant_B_pos4.h5,True,True,quadrant,False,True,4.0,4.0,3.0,2,2,"before=1,after=1",True,True,True,True,sub-P006_ses-S001_task-Default_run-001_eeg.xdf,clean_P006_S001.h5,P006_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,,P006_S001_p4,presentation,True,84377,84480,0.9987807765151515,0.001955499639734626,True,1.0,1.0,False,False,False,False,0.09989968128040587,0.07135019766833535,0.37592220306396484,0.3053445816040039,True,True,PASS
DEJA-VU,P007,S001,1,2,P007_S001_p1,Clouds,clouds,self-made_clouds,self-made,D,Calm,184.0,32.0,216.0,184.0,False,S001_neutral_baseline.h5,True,True,neutral_baseline,True,False,7.0,4.0,3.0,2,2,"before=1,after=1",True,True,True,True,sub-P007_ses-S001_task-Default_run-001_eeg.xdf,clean_P007_S001.h5,P007_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,,P007_S001_p1,presentation,True,94205,94208,0.9999681555706522,0.0019531867001205683,True,1.0,1.0,False,False,False,False,0.15427801182216097,0.057507296784082985,0.6059890294075014,0.2772576665878297,True,True,PASS
DEJA-VU,P007,S001,2,6,P007_S001_p2,28 days later,28_days_later,emostim_28_days_later,EmoStim,B,Fear,172.0,349.0,521.0,172.0,False,S001_quadrant_B_pos2.h5,True,True,quadrant,False,True,2.0,7.0,2.0,2,2,"before=1,after=1",True,True,True,True,sub-P007_ses-S001_task-Default_run-001_eeg.xdf,clean_P007_S001.h5,P007_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,,P007_S001_p2,presentation,True,88061,88064,0.9999659338662791,0.0019531867001205683,True,1.0,1.0,False,False,False,False,0.060238162736424405,0.1323876447340818,0.2564404010772705,0.480830109119415,True,True,PASS
DEJA-VU,P007,S001,3,10,P007_S001_p3,My girl,my_girl,emostim_my_girl,EmoStim,C,Sadness,199.0,654.0,853.0,199.0,False,S001_quadrant_C_pos3.h5,True,True,quadrant,False,True,1.0,3.0,3.0,2,2,"before=1,after=1",True,True,True,True,sub-P007_ses-S001_task-Default_run-001_eeg.xdf,clean_P007_S001.h5,P007_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,,P007_S001_p3,presentation,True,101884,101888,0.9999607412060302,0.0019531867001205683,True,1.0,1.0,False,False,False,False,0.22154005832032422,0.05351025550454462,0.7548971176147461,0.32303687989711755,True,True,PASS
DEJA-VU,P007,S001,4,14,P007_S001_p4,When Harry met Sally,when_harry_met_sally,filmstim_when_harry_met_sally,FilmStim,A,Fun,172.0,986.0,1158.0,172.0,False,S001_quadrant_A_pos4.h5,True,True,quadrant,False,True,8.0,6.0,5.0,2,2,"before=1,after=1",True,True,True,True,sub-P007_ses-S001_task-Default_run-001_eeg.xdf,clean_P007_S001.h5,P007_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,,P007_S001_p4,presentation,True,88062,88064,0.999977289244186,0.0019531867001205683,True,1.0,1.0,False,False,False,False,0.14566737148032502,0.07668391696024864,0.5756214594841005,0.3356781005859375,True,True,PASS
DEJA-VU,P007,S002,1,2,P007_S002_p1,Clouds,clouds,self-made_clouds,self-made,D,Calm,184.0,32.0,216.0,184.0,False,S002_neutral_baseline.h5,True,True,neutral_baseline,True,False,6.0,2.0,5.0,2,2,"before=1,after=1",True,True,True,True,sub-P007_ses-S002_task-Default_run-001_eeg.xdf,clean_P007_S002.h5,P007_S002,journey:1;videos:1;video_mappings:1;ratings:2,False,,P007_S002_p1,presentation,True,94083,94208,0.998673148777174,0.001955730203917483,True,1.0,1.0,False,False,False,False,0.10197730052897705,0.26898014185275143,0.3384514713287352,1.2150264644622801,True,True,PASS
DEJA-VU,P007,S002,2,6,P007_S002_p2,Mr. Bean,mr._bean,emostim_mr._bean,EmoStim,A,Fun,159.0,349.0,508.0,159.0,False,S002_quadrant_A_pos2.h5,True,True,quadrant,False,True,7.0,4.0,6.0,2,2,"before=1,after=1",True,True,True,True,sub-P007_ses-S002_task-Default_run-001_eeg.xdf,clean_P007_S002.h5,P007_S002,journey:1;videos:1;video_mappings:1;ratings:2,False,,P007_S002_p2,presentation,True,81299,81408,0.9986610652515723,0.001955730203917483,True,1.0,1.0,False,False,False,False,0.15351031645186392,0.08784498832638651,0.6474404811859138,0.43006134033203125,True,True,PASS
DEJA-VU,P007,S002,3,10,P007_S002_p3,Misery,misery,filmstim_misery,FilmStim,B,Fear,220.0,641.0,861.0,220.0,False,S002_quadrant_B_pos3.h5,True,True,quadrant,False,True,2.0,7.0,2.0,2,2,"before=1,after=1",True,True,True,True,sub-P007_ses-S002_task-Default_run-001_eeg.xdf,clean_P007_S002.h5,P007_S002,journey:1;videos:1;video_mappings:1;ratings:2,False,,P007_S002_p3,presentation,True,112490,112640,0.9986683238636364,0.0019557302075554617,True,1.0,1.0,False,False,False,False,0.06879427301777878,0.6420821902205599,0.3111085891723633,2.024275169372558,True,True,PASS
DEJA-VU,P007,S002,4,14,P007_S002_p4,Dangerous Minds,dangerous_minds,"emostim,_filmstim_dangerous_minds","EmoStim, FilmStim",C,Sadness,143.0,994.0,1137.0,143.0,False,S002_quadrant_C_pos4.h5,True,True,quadrant,False,True,2.0,4.0,3.0,2,2,"before=1,after=1",True,True,True,True,sub-P007_ses-S002_task-Default_run-001_eeg.xdf,clean_P007_S002.h5,P007_S002,journey:1;videos:1;video_mappings:1;ratings:2,False,,P007_S002_p4,presentation,True,73118,73216,0.9986614947552448,0.0019557302075554617,True,1.0,1.0,False,False,False,False,0.10778232826094422,0.27220353678176296,0.3623831272125244,0.9941405439376831,True,True,PASS
