dataset,participant_id,session_id,chronological_position,video_order,presentation_id,video_name,video_id,content_id,source,canonical_quadrant,emotion_name,stimulus_duration_sec,timeline_start_sec,timeline_end_sec,timeline_duration_sec,timeline_end_is_fallback,segment_file,segment_available,segment_valid,segment_type,is_baseline,is_emotional_stimulus,valence_rating,arousal_rating,dominance_rating,valence_rating_count,arousal_rating_count,rating_policy_status,eeg_available,emg_available,ecg_available,gsr_available,raw_xdf_file,preprocessed_hdf5_file,participant_session_key,source_database_rows,identity_conflict_flag,notes
DEJA-VU,P002,S001,3,10,P002_S001_p3,Mr. Bean,mr._bean,emostim_mr._bean,EmoStim,A,Fun,159.0,654.0,813.0,159.0,False,S001_quadrant_A_pos3.h5,True,True,quadrant,False,True,9.0,9.0,9.0,2,2,"before=1,after=1",True,True,True,True,sub-P002_ses-S001_task-Default_run-001_eeg.xdf,clean_P002_S001.h5,P002_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,
DEJA-VU,P002,S001,4,14,P002_S001_p4,Dangerous Minds,dangerous_minds,"emostim,_filmstim_dangerous_minds","EmoStim, FilmStim",C,Sadness,143.0,946.0,1089.0,143.0,False,S001_quadrant_C_pos4.h5,True,True,quadrant,False,True,5.0,9.0,9.0,2,2,"before=1,after=1",True,True,True,True,sub-P002_ses-S001_task-Default_run-001_eeg.xdf,clean_P002_S001.h5,P002_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,
DEJA-VU,P002,S002,1,2,P002_S002_p1,Clouds,clouds,self-made_clouds,self-made,D,Calm,184.0,32.0,216.0,184.0,False,S002_neutral_baseline.h5,True,True,neutral_baseline,True,False,5.0,3.0,3.0,2,2,"before=1,after=1",True,True,True,True,sub-P002_ses-S002_task-Default_run-001_eeg.xdf,clean_P002_S002.h5,P002_S002,journey:1;videos:1;video_mappings:1;ratings:2,False,
DEJA-VU,P002,S002,2,6,P002_S002_p2,When Harry met Sally,when_harry_met_sally,filmstim_when_harry_met_sally,FilmStim,A,Fun,172.0,349.0,521.0,172.0,False,S002_quadrant_A_pos2.h5,True,True,quadrant,False,True,9.0,7.0,7.0,2,2,"before=1,after=1",True,True,True,True,sub-P002_ses-S002_task-Default_run-001_eeg.xdf,clean_P002_S002.h5,P002_S002,journey:1;videos:1;video_mappings:1;ratings:2,False,
DEJA-VU,P002,S002,3,10,P002_S002_p3,Scream,scream,filmstim_scream,FilmStim,B,Fear,216.0,654.0,870.0,216.0,False,S002_quadrant_B_pos3.h5,True,True,quadrant,False,True,8.0,8.0,9.0,2,2,"before=1,after=1",True,True,True,True,sub-P002_ses-S002_task-Default_run-001_eeg.xdf,clean_P002_S002.h5,P002_S002,journey:1;videos:1;video_mappings:1;ratings:2,False,
DEJA-VU,P002,S002,4,14,P002_S002_p4,My girl,my_girl,emostim_my_girl,EmoStim,C,Sadness,199.0,1003.0,1202.0,199.0,False,S002_quadrant_C_pos4.h5,True,True,quadrant,False,True,3.0,5.0,5.0,2,2,"before=1,after=1",True,True,True,True,sub-P002_ses-S002_task-Default_run-001_eeg.xdf,clean_P002_S002.h5,P002_S002,journey:1;videos:1;video_mappings:1;ratings:2,False,
DEJA-VU,P003,S001,1,2,P003_S001_p1,Clouds,clouds,self-made_clouds,self-made,D,Calm,184.0,32.0,216.0,184.0,False,S001_neutral_baseline.h5,True,True,neutral_baseline,True,False,5.0,2.0,5.0,2,2,"before=1,after=1",True,True,True,True,sub-P003_ses-S001_task-Default_run-001_eeg.xdf,clean_P003_S001.h5,P003_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,
DEJA-VU,P003,S001,2,6,P003_S001_p2,There is something about Mary,there_is_something_about_mary,filmstim_there_is_something_about_mary,FilmStim,A,Fun,174.0,349.0,523.0,174.0,False,S001_quadrant_A_pos2.h5,True,True,quadrant,False,True,6.0,3.0,6.0,2,2,"before=1,after=1",True,True,True,True,sub-P003_ses-S001_task-Default_run-001_eeg.xdf,clean_P003_S001.h5,P003_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,
DEJA-VU,P003,S001,3,10,P003_S001_p3,My girl,my_girl,emostim_my_girl,EmoStim,C,Sadness,199.0,656.0,855.0,199.0,False,S001_quadrant_C_pos3.h5,True,True,quadrant,False,True,5.0,3.0,4.0,2,2,"before=1,after=1",True,True,True,True,sub-P003_ses-S001_task-Default_run-001_eeg.xdf,clean_P003_S001.h5,P003_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,
DEJA-VU,P003,S001,4,14,P003_S001_p4,The Shining,the_shining,emostim_the_shining,EmoStim,B,Fear,165.0,988.0,1153.0,165.0,False,S001_quadrant_B_pos4.h5,True,True,quadrant,False,True,2.0,6.0,3.0,2,2,"before=1,after=1",True,True,True,True,sub-P003_ses-S001_task-Default_run-001_eeg.xdf,clean_P003_S001.h5,P003_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,
DEJA-VU,P004,S001,1,2,P004_S001_p1,Clouds,clouds,self-made_clouds,self-made,D,Calm,184.0,32.0,216.0,184.0,False,S001_neutral_baseline.h5,True,True,neutral_baseline,True,False,8.0,7.0,3.0,2,2,"before=1,after=1",True,True,True,True,sub-P004_ses-S001_task-Default_run-001_eeg.xdf,clean_P004_S001.h5,P004_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,
DEJA-VU,P004,S001,2,6,P004_S001_p2,Scream,scream,filmstim_scream,FilmStim,B,Fear,216.0,349.0,565.0,216.0,False,S001_quadrant_B_pos2.h5,True,True,quadrant,False,True,3.0,5.0,7.0,2,2,"before=1,after=1",True,True,True,True,sub-P004_ses-S001_task-Default_run-001_eeg.xdf,clean_P004_S001.h5,P004_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,
DEJA-VU,P004,S001,3,10,P004_S001_p3,Mr. Bean,mr._bean,emostim_mr._bean,EmoStim,A,Fun,159.0,698.0,857.0,159.0,False,S001_quadrant_A_pos3.h5,True,True,quadrant,False,True,9.0,5.0,7.0,2,2,"before=1,after=1",True,True,True,True,sub-P004_ses-S001_task-Default_run-001_eeg.xdf,clean_P004_S001.h5,P004_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,
DEJA-VU,P004,S001,4,14,P004_S001_p4,The Champ,the_champ,filmstim_the_champ,FilmStim,C,Sadness,181.0,990.0,1171.0,181.0,False,S001_quadrant_C_pos4.h5,True,True,quadrant,False,True,1.0,3.0,7.0,2,2,"before=1,after=1",True,True,True,True,sub-P004_ses-S001_task-Default_run-001_eeg.xdf,clean_P004_S001.h5,P004_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,
DEJA-VU,P005,S001,1,2,P005_S001_p1,Clouds,clouds,self-made_clouds,self-made,D,Calm,184.0,32.0,216.0,184.0,False,S001_neutral_baseline.h5,True,True,neutral_baseline,True,False,8.0,8.0,7.0,2,2,"before=1,after=1",True,True,True,True,sub-P005_ses-S001_task-Default_run-001_eeg.xdf,clean_P005_S001.h5,P005_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,
DEJA-VU,P005,S001,2,6,P005_S001_p2,The Visitors,the_visitors,filmstim_the_visitors,FilmStim,A,Fun,130.0,349.0,479.0,130.0,False,S001_quadrant_A_pos2.h5,True,True,quadrant,False,True,8.0,7.0,8.0,2,2,"before=1,after=1",True,True,True,True,sub-P005_ses-S001_task-Default_run-001_eeg.xdf,clean_P005_S001.h5,P005_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,
DEJA-VU,P005,S001,3,10,P005_S001_p3,The Champ,the_champ,filmstim_the_champ,FilmStim,C,Sadness,181.0,612.0,793.0,181.0,False,S001_quadrant_C_pos3.h5,True,True,quadrant,False,True,5.0,3.0,3.0,2,2,"before=1,after=1",True,True,True,True,sub-P005_ses-S001_task-Default_run-001_eeg.xdf,clean_P005_S001.h5,P005_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,
DEJA-VU,P005,S001,4,14,P005_S001_p4,Misery,misery,filmstim_misery,FilmStim,B,Fear,220.0,926.0,1146.0,220.0,False,S001_quadrant_B_pos4.h5,True,True,quadrant,False,True,5.0,5.0,5.0,2,2,"before=1,after=1",True,True,True,True,sub-P005_ses-S001_task-Default_run-001_eeg.xdf,clean_P005_S001.h5,P005_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,
DEJA-VU,P006,S001,1,2,P006_S001_p1,Clouds,clouds,self-made_clouds,self-made,D,Calm,184.0,32.0,216.0,184.0,False,S001_neutral_baseline.h5,True,True,neutral_baseline,True,False,5.0,4.0,5.0,2,2,"before=1,after=1",True,True,True,True,sub-P006_ses-S001_task-Default_run-001_eeg.xdf,clean_P006_S001.h5,P006_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,
DEJA-VU,P006,S001,2,6,P006_S001_p2,There is something about Mary,there_is_something_about_mary,filmstim_there_is_something_about_mary,FilmStim,A,Fun,174.0,349.0,523.0,174.0,False,S001_quadrant_A_pos2.h5,True,True,quadrant,False,True,6.0,3.0,5.0,2,2,"before=1,after=1",True,True,True,True,sub-P006_ses-S001_task-Default_run-001_eeg.xdf,clean_P006_S001.h5,P006_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,
DEJA-VU,P006,S001,3,10,P006_S001_p3,The Champ,the_champ,filmstim_the_champ,FilmStim,C,Sadness,181.0,656.0,837.0,181.0,False,S001_quadrant_C_pos3.h5,True,True,quadrant,False,True,3.0,5.0,3.0,2,2,"before=1,after=1",True,True,True,True,sub-P006_ses-S001_task-Default_run-001_eeg.xdf,clean_P006_S001.h5,P006_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,
DEJA-VU,P006,S001,4,14,P006_S001_p4,The Shining,the_shining,emostim_the_shining,EmoStim,B,Fear,165.0,970.0,1135.0,165.0,False,S001_quadrant_B_pos4.h5,True,True,quadrant,False,True,4.0,4.0,3.0,2,2,"before=1,after=1",True,True,True,True,sub-P006_ses-S001_task-Default_run-001_eeg.xdf,clean_P006_S001.h5,P006_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,
DEJA-VU,P007,S001,1,2,P007_S001_p1,Clouds,clouds,self-made_clouds,self-made,D,Calm,184.0,32.0,216.0,184.0,False,S001_neutral_baseline.h5,True,True,neutral_baseline,True,False,7.0,4.0,3.0,2,2,"before=1,after=1",True,True,True,True,sub-P007_ses-S001_task-Default_run-001_eeg.xdf,clean_P007_S001.h5,P007_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,
DEJA-VU,P007,S001,2,6,P007_S001_p2,28 days later,28_days_later,emostim_28_days_later,EmoStim,B,Fear,172.0,349.0,521.0,172.0,False,S001_quadrant_B_pos2.h5,True,True,quadrant,False,True,2.0,7.0,2.0,2,2,"before=1,after=1",True,True,True,True,sub-P007_ses-S001_task-Default_run-001_eeg.xdf,clean_P007_S001.h5,P007_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,
DEJA-VU,P007,S001,3,10,P007_S001_p3,My girl,my_girl,emostim_my_girl,EmoStim,C,Sadness,199.0,654.0,853.0,199.0,False,S001_quadrant_C_pos3.h5,True,True,quadrant,False,True,1.0,3.0,3.0,2,2,"before=1,after=1",True,True,True,True,sub-P007_ses-S001_task-Default_run-001_eeg.xdf,clean_P007_S001.h5,P007_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,
DEJA-VU,P007,S001,4,14,P007_S001_p4,When Harry met Sally,when_harry_met_sally,filmstim_when_harry_met_sally,FilmStim,A,Fun,172.0,986.0,1158.0,172.0,False,S001_quadrant_A_pos4.h5,True,True,quadrant,False,True,8.0,6.0,5.0,2,2,"before=1,after=1",True,True,True,True,sub-P007_ses-S001_task-Default_run-001_eeg.xdf,clean_P007_S001.h5,P007_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,
DEJA-VU,P007,S002,1,2,P007_S002_p1,Clouds,clouds,self-made_clouds,self-made,D,Calm,184.0,32.0,216.0,184.0,False,S002_neutral_baseline.h5,True,True,neutral_baseline,True,False,6.0,2.0,5.0,2,2,"before=1,after=1",True,True,True,True,sub-P007_ses-S002_task-Default_run-001_eeg.xdf,clean_P007_S002.h5,P007_S002,journey:1;videos:1;video_mappings:1;ratings:2,False,
DEJA-VU,P007,S002,2,6,P007_S002_p2,Mr. Bean,mr._bean,emostim_mr._bean,EmoStim,A,Fun,159.0,349.0,508.0,159.0,False,S002_quadrant_A_pos2.h5,True,True,quadrant,False,True,7.0,4.0,6.0,2,2,"before=1,after=1",True,True,True,True,sub-P007_ses-S002_task-Default_run-001_eeg.xdf,clean_P007_S002.h5,P007_S002,journey:1;videos:1;video_mappings:1;ratings:2,False,
DEJA-VU,P007,S002,3,10,P007_S002_p3,Misery,misery,filmstim_misery,FilmStim,B,Fear,220.0,641.0,861.0,220.0,False,S002_quadrant_B_pos3.h5,True,True,quadrant,False,True,2.0,7.0,2.0,2,2,"before=1,after=1",True,True,True,True,sub-P007_ses-S002_task-Default_run-001_eeg.xdf,clean_P007_S002.h5,P007_S002,journey:1;videos:1;video_mappings:1;ratings:2,False,
DEJA-VU,P007,S002,4,14,P007_S002_p4,Dangerous Minds,dangerous_minds,"emostim,_filmstim_dangerous_minds","EmoStim, FilmStim",C,Sadness,143.0,994.0,1137.0,143.0,False,S002_quadrant_C_pos4.h5,True,True,quadrant,False,True,2.0,4.0,3.0,2,2,"before=1,after=1",True,True,True,True,sub-P007_ses-S002_task-Default_run-001_eeg.xdf,clean_P007_S002.h5,P007_S002,journey:1;videos:1;video_mappings:1;ratings:2,False,
DEJA-VU,P008,S001,1,2,P008_S001_p1,Clouds,clouds,self-made_clouds,self-made,D,Calm,184.0,32.0,216.0,184.0,False,S001_neutral_baseline.h5,True,True,neutral_baseline,True,False,9.0,5.0,1.0,2,2,"before=1,after=1",True,True,True,True,sub-P008_ses-S001_task-Default_run-001_eeg.xdf,clean_P008_S001.h5,P008_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,
DEJA-VU,P008,S001,2,6,P008_S001_p2,My girl,my_girl,emostim_my_girl,EmoStim,C,Sadness,199.0,349.0,548.0,199.0,False,S001_quadrant_C_pos2.h5,True,True,quadrant,False,True,1.0,7.0,3.0,2,2,"before=1,after=1",True,True,True,True,sub-P008_ses-S001_task-Default_run-001_eeg.xdf,clean_P008_S001.h5,P008_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,
DEJA-VU,P008,S001,3,10,P008_S001_p3,The Shining,the_shining,emostim_the_shining,EmoStim,B,Fear,165.0,681.0,846.0,165.0,False,S001_quadrant_B_pos3.h5,True,True,quadrant,False,True,1.0,6.0,7.0,2,2,"before=1,after=1",True,True,True,True,sub-P008_ses-S001_task-Default_run-001_eeg.xdf,clean_P008_S001.h5,P008_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,
DEJA-VU,P008,S001,4,14,P008_S001_p4,When Harry met Sally,when_harry_met_sally,filmstim_when_harry_met_sally,FilmStim,A,Fun,172.0,979.0,1151.0,172.0,False,S001_quadrant_A_pos4.h5,True,True,quadrant,False,True,7.0,7.0,3.0,2,2,"before=1,after=1",True,True,True,True,sub-P008_ses-S001_task-Default_run-001_eeg.xdf,clean_P008_S001.h5,P008_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,
DEJA-VU,P009,S001,1,2,P009_S001_p1,Clouds,clouds,self-made_clouds,self-made,D,Calm,184.0,32.0,216.0,184.0,False,S001_neutral_baseline.h5,True,True,neutral_baseline,True,False,8.0,2.0,4.0,2,2,"before=1,after=1",True,True,True,True,sub-P009_ses-S001_task-Default_run-001_eeg.xdf,clean_P009_S001.h5,P009_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,
DEJA-VU,P009,S001,2,6,P009_S001_p2,My girl,my_girl,emostim_my_girl,EmoStim,C,Sadness,199.0,349.0,548.0,199.0,False,S001_quadrant_C_pos2.h5,True,True,quadrant,False,True,4.0,6.0,5.0,2,2,"before=1,after=1",True,True,True,True,sub-P009_ses-S001_task-Default_run-001_eeg.xdf,clean_P009_S001.h5,P009_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,
DEJA-VU,P009,S001,3,10,P009_S001_p3,28 days later,28_days_later,emostim_28_days_later,EmoStim,B,Fear,172.0,681.0,853.0,172.0,False,S001_quadrant_B_pos3.h5,True,True,quadrant,False,True,5.0,7.0,5.0,2,2,"before=1,after=1",True,True,True,True,sub-P009_ses-S001_task-Default_run-001_eeg.xdf,clean_P009_S001.h5,P009_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,
DEJA-VU,P009,S001,4,14,P009_S001_p4,There is something about Mary,there_is_something_about_mary,filmstim_there_is_something_about_mary,FilmStim,A,Fun,174.0,986.0,1160.0,174.0,False,S001_quadrant_A_pos4.h5,True,True,quadrant,False,True,9.0,5.0,7.0,2,2,"before=1,after=1",True,True,True,True,sub-P009_ses-S001_task-Default_run-001_eeg.xdf,clean_P009_S001.h5,P009_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,
DEJA-VU,P009,S002,1,2,P009_S002_p1,Clouds,clouds,self-made_clouds,self-made,D,Calm,184.0,32.0,216.0,184.0,False,S002_neutral_baseline.h5,True,True,neutral_baseline,True,False,7.0,4.0,5.0,2,2,"before=1,after=1",True,True,True,True,sub-P009_ses-S002_task-Default_run-001_eeg.xdf,clean_P009_S002.h5,P009_S002,journey:1;videos:1;video_mappings:1;ratings:2,False,
DEJA-VU,P009,S002,2,6,P009_S002_p2,Misery,misery,filmstim_misery,FilmStim,B,Fear,220.0,349.0,569.0,220.0,False,S002_quadrant_B_pos2.h5,True,True,quadrant,False,True,4.0,6.0,6.0,2,2,"before=1,after=1",True,True,True,True,sub-P009_ses-S002_task-Default_run-001_eeg.xdf,clean_P009_S002.h5,P009_S002,journey:1;videos:1;video_mappings:1;ratings:2,False,
DEJA-VU,P009,S002,3,10,P009_S002_p3,Dangerous Minds,dangerous_minds,"emostim,_filmstim_dangerous_minds","EmoStim, FilmStim",C,Sadness,143.0,702.0,845.0,143.0,False,S002_quadrant_C_pos3.h5,True,True,quadrant,False,True,2.0,4.0,4.0,2,2,"before=1,after=1",True,True,True,True,sub-P009_ses-S002_task-Default_run-001_eeg.xdf,clean_P009_S002.h5,P009_S002,journey:1;videos:1;video_mappings:1;ratings:2,False,
DEJA-VU,P009,S002,4,14,P009_S002_p4,Mr. Bean,mr._bean,emostim_mr._bean,EmoStim,A,Fun,159.0,978.0,1137.0,159.0,False,S002_quadrant_A_pos4.h5,True,True,quadrant,False,True,8.0,6.0,7.0,2,2,"before=1,after=1",True,True,True,True,sub-P009_ses-S002_task-Default_run-001_eeg.xdf,clean_P009_S002.h5,P009_S002,journey:1;videos:1;video_mappings:1;ratings:2,False,
DEJA-VU,P010,S001,1,2,P010_S001_p1,Clouds,clouds,self-made_clouds,self-made,D,Calm,184.0,32.0,216.0,184.0,False,S001_neutral_baseline.h5,True,True,neutral_baseline,True,False,7.0,2.0,7.0,2,2,"before=1,after=1",True,True,True,True,sub-P010_ses-S001_task-Default_run-001_eeg.xdf,clean_P010_S001.h5,P010_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,
DEJA-VU,P010,S001,2,6,P010_S001_p2,There is something about Mary,there_is_something_about_mary,filmstim_there_is_something_about_mary,FilmStim,A,Fun,174.0,349.0,523.0,174.0,False,S001_quadrant_A_pos2.h5,True,True,quadrant,False,True,8.0,7.0,5.0,2,2,"before=1,after=1",True,True,True,True,sub-P010_ses-S001_task-Default_run-001_eeg.xdf,clean_P010_S001.h5,P010_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,
DEJA-VU,P010,S001,3,10,P010_S001_p3,The Shining,the_shining,emostim_the_shining,EmoStim,B,Fear,165.0,656.0,821.0,165.0,False,S001_quadrant_B_pos3.h5,True,True,quadrant,False,True,2.0,7.0,2.0,2,2,"before=1,after=1",True,True,True,True,sub-P010_ses-S001_task-Default_run-001_eeg.xdf,clean_P010_S001.h5,P010_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,
DEJA-VU,P010,S001,4,14,P010_S001_p4,The Champ,the_champ,filmstim_the_champ,FilmStim,C,Sadness,181.0,954.0,1135.0,181.0,False,S001_quadrant_C_pos4.h5,True,True,quadrant,False,True,1.0,5.0,2.0,2,2,"before=1,after=1",True,True,True,True,sub-P010_ses-S001_task-Default_run-001_eeg.xdf,clean_P010_S001.h5,P010_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,
DEJA-VU,P011,S001,1,2,P011_S001_p1,Clouds,clouds,self-made_clouds,self-made,D,Calm,184.0,32.0,216.0,184.0,False,S001_neutral_baseline.h5,True,True,neutral_baseline,True,False,8.0,2.0,7.0,2,2,"before=1,after=1",True,True,True,True,sub-P011_ses-S001_task-Default_run-001_eeg.xdf,clean_P011_S001.h5,P011_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,
DEJA-VU,P011,S001,2,6,P011_S001_p2,When Harry met Sally,when_harry_met_sally,filmstim_when_harry_met_sally,FilmStim,A,Fun,172.0,349.0,521.0,172.0,False,S001_quadrant_A_pos2.h5,True,True,quadrant,False,True,4.0,4.0,8.0,2,2,"before=1,after=1",True,True,True,True,sub-P011_ses-S001_task-Default_run-001_eeg.xdf,clean_P011_S001.h5,P011_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,
DEJA-VU,P011,S001,3,10,P011_S001_p3,Misery,misery,filmstim_misery,FilmStim,B,Fear,220.0,654.0,874.0,220.0,False,S001_quadrant_B_pos3.h5,True,True,quadrant,False,True,1.0,7.0,6.0,2,2,"before=1,after=1",True,True,True,True,sub-P011_ses-S001_task-Default_run-001_eeg.xdf,clean_P011_S001.h5,P011_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,
DEJA-VU,P011,S001,4,14,P011_S001_p4,My girl,my_girl,emostim_my_girl,EmoStim,C,Sadness,199.0,1007.0,1206.0,199.0,False,S001_quadrant_C_pos4.h5,True,True,quadrant,False,True,1.0,8.0,6.0,2,2,"before=1,after=1",True,True,True,True,sub-P011_ses-S001_task-Default_run-001_eeg.xdf,clean_P011_S001.h5,P011_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,
DEJA-VU,P011,S002,1,2,P011_S002_p1,Clouds,clouds,self-made_clouds,self-made,D,Calm,184.0,32.0,216.0,184.0,False,S002_neutral_baseline.h5,True,True,neutral_baseline,True,False,7.0,7.0,8.0,2,2,"before=1,after=1",True,True,True,True,sub-P011_ses-S002_task-Default_run-001_eeg.xdf,clean_P011_S002.h5,P011_S002,journey:1;videos:1;video_mappings:1;ratings:2,False,
DEJA-VU,P011,S002,2,6,P011_S002_p2,The Visitors,the_visitors,filmstim_the_visitors,FilmStim,A,Fun,130.0,349.0,479.0,130.0,False,S002_quadrant_A_pos2.h5,True,True,quadrant,False,True,6.0,6.0,8.0,2,2,"before=1,after=1",True,True,True,True,sub-P011_ses-S002_task-Default_run-001_eeg.xdf,clean_P011_S002.h5,P011_S002,journey:1;videos:1;video_mappings:1;ratings:2,False,
